,author,count
1527,"Cheyney, Edward Potts",1
1528,"Cory, William Johnson",1
1529,"Barnes, William",1
1530,"Gomme, George Laurence",1
1531,"Caird, Mona",1
1532,"Rhodes, Kathlyn",1
1533,"Barbour, A. Maynard (Anna Maynard)",1
1534,"Jacobs, Caroline Elliott Hoogs ; Read, Edyth Ellerbeck",1
1535,"Courtenay, Calista McCabe",1
1536,"Potter, Margaret Horton",1
1537,"Knowles, Robert E. (Robert Edward)",1
1538,"Smith, Grafton Elliot",1
1539,"White, Grace Miller",1
1540,"Delany, Martin Robison",1
1541,"Stewart, Charles D. (Charles David)",1
1542,"Lanciani, Rodolfo Amedeo",1
1543,"Stratemeyer, Edward",1
1544,"Cumont, Franz",1
1545,"Anderson, Poul",1
1546,"Standish, Burt L.",1
1547,"Murray, David Christie",1
1548,"Black, Margaret Moyes",1
1549,"Zerbe, James Slough",1
1550,"Janifer, Laurence M. ; Garrett, Randall",1
1551,"Fort, Charles",1
1552,"Wilson, John Dover",1
1553,"Sampson, Emma Speed",1
1554,"Mighels, Philip Verrill",1
1555,"Bourinot, John George",1
1556,"Day, Holman",1
1557,"Palliser, Bury, Mrs.",1
1558,Brillat-Savarin,1
1559,"Apjohn, Fannie Louise",1
1560,"Williams, Howard",1
1561,"Weinbaum, Stanley G. (Stanley Grauman)",1
1562,"Widdemer, Margaret",1
1563,"Whitman, Stephen French",1
1564,"Ginther, Pemberton",1
1565,"Abbey, Henry",1
1566,Boethius,1
1567,"Cutten, George Barton",1
1568,"Holt, Emily Sarah",1
1569,"Brackett, Anna C. (Anna Callender)",1
1570,"Young, Rose E. (Rose Emmet)",1
1571,"Ainsworth, William Harrison",1
1572,"Cordeiro, Manoel Caldas",1
1573,"Crane, Thomas Frederick",1
1574,Plutarch,1
1575,"Lippmann, Julie M.",1
1576,"Lorimer, Norma",1
1577,"Winter, Alice Ames",1
1578,"Chesterton, Cecil",1
1579,"Green, Percy B.",1
1580,"Bailey, John Cann",1
1581,"Stoddard, Lothrop",1
1582,"Boreham, Frank",1
1583,"Abbott, Jacob",1
1584,"Bennett, Ethel Hume",1
1585,"Becke, Louis",1
1586,"Amott, Lennox",1
1587,"Sanchez, Nellie Van de Grift",1
1588,"Kohl, Edith Eudora",1
1589,"Hyde, William De Witt",1
1590,"Von Wald, E. G.",1
1591,"Beeckman, Ross",1
1592,"Harris, Joel Chandler",1
1593,"Byrne, Mary Agnes",1
1594,"Johnson, Charles, active 1724-1731",1
1595,"Child, Richard Washburn",1
1596,"Muzzey, A. B. (Artemas Bowers)",1
1597,"Griggs, Sutton E. (Sutton Elbert)",1
1598,"Younger, Cole",1
1599,"Watson, Eugene Winslow ; Greene, Samuel Dana ; Ramsay, H. Ashton ; Worden, John Lorimer",1
1600,"Stowe, Lyman Beecher ; Scott, Emmett J. (Emmett Jay)",1
1601,"Whistler, James McNeill",1
1602,"Egan, W. C. (William Constantine)",1
1603,"Westcott, Allan F. (Allan Ferguson) ; Stevens, William Oliver",1
1604,"Nicoll, Maurice",1
1605,"Gilbert, Paul T. (Paul Thomas)",1
1606,"Anderson, Thomas",1
1607,"Dawson, Sarah Morgan",1
1608,"Viljoen, Ben J. (Ben Johannis)",1
1609,"Perry, Ralph Barton",1
1610,"Chodzko, Alexander",1
1611,"Tuckwell, William",1
1612,"Cox, Irving E.",1
1613,"Ashford, Angela ; Ashford, Daisy",1
1614,"Lynch, Lawrence L.",1
1615,"Brooks, Virginia",1
1616,"Sullivan, Alan",1
1617,"Bottome, Phyllis",1
1618,"Still, A. T. (Andrew Taylor)",1
1619,"Guiccioli, Teresa, contessa di",1
1620,"Fitzgerald, Percy ; Dickens, Charles",1
1621,"Jacobs, Joseph",1
1622,"Baldwin, Gerald R. (Gerald Robert)",1
1623,"Reynolds, Stephen Sydney",1
1624,"Marcosson, Isaac Frederick ; Frohman, Daniel",1
1625,"Candee, Helen Churchill",1
1626,"Beal, W. J. (William James)",1
1627,"Lermina, Jules",1
1628,"Lincoln, Abraham",1
1629,"Machiavelli, Niccolò",1
1630,"Baird, Jean K. (Jean Katherine)",1
1631,"Lee, Gerald Stanley",1
1632,"Laboulaye, Édouard",1
1633,"Young, Charles L. (Charles Lawrence), Sir ; Le Fanu, Joseph Sheridan",1
1634,"Farrow, G. E. (George Edward)",1
1635,"Peterson, Margaret",1
1636,"Hawkes, Ernest William",1
1637,"Cromie, Robert",1
1638,"Wollstonecraft, Mary",1
1639,"Porter, Linn Boyd",1
1640,"O'Donnell, Elliott",1
1641,"Pendexter, Hugh",1
1642,"Coward, Noel",1
1643,"Palma, Rafael",1
1644,"Tulloch, John",1
1645,"Taylor, James Hudson",1
1646,"Quiller-Couch, Mabel",1
1647,"Warren, John Collins",1
1648,"Ball, W. W. Rouse (Walter William Rouse)",1
1649,"Combs, Josiah Henry ; Shearin, Hubert G. (Hubert Gibson)",1
1650,"Bury, G. Wyman (George Wyman)",1
1651,"Scott, G. Firth",1
1652,"Fisher, Peter",1
1653,"White, Gleeson",1
1654,"Brown, John",1
1655,"Smith, Lewis Worthington",1
1656,"Harley, Timothy",1
1657,"Eggleston, Margaret W. (Margaret White)",1
1658,"Ball, Robert S. (Robert Stawell)",1
1659,"Bosboom-Toussaint, A. L. G. (Anna Louisa Geertruida)",1
1660,"Silverberg, Robert",1
1661,"Sargent, Epes",1
1662,"Acton, John Emerich Edward Dalberg Acton, Baron",1
1663,"McCarter, Margaret Hill",1
1664,"Sullivan, Francis William",1
1665,"Reid, Stuart J. (Stuart Johnson)",1
1666,"Braybrooke, Patrick",1
1667,"Davis, William Stearns",1
1668,"Du Veuzit, Max ; Nunès, Robert",1
1669,"Forbes, F. A. (Frances Alice)",1
1670,"Porges, Arthur",1
1671,"Allain, Marcel ; Souvestre, Pierre",1
1672,"Dalton, O. M. (Ormonde Maddock)",1
1673,"Campbell, Alice",1
1674,"Pardo de Tavera, T. H. (Trinidad Hermenegildo)",1
1675,"Dutt, William A. (William Alfred)",1
1676,"Chappuis, Herman Théodore",1
1677,"Miller, Olive Thorne",1
1678,"Seeley, Levi",1
1679,"Norton, Brayton",1
1680,"Müller, Michael",1
1681,"Parker, Eric",1
1682,"Wells, David Dwight",1
1683,"Simonds, Frank H. (Frank Herbert)",1
1684,"Newton, Isaac",1
1685,"Campbell, Helen",1
1686,"Hobhouse, L. T. (Leonard Trelawny)",1
1687,"Comenius, Johann Amos",1
1688,"Haigh, Richard",1
1689,"Browne, J. Ross (John Ross)",1
1690,"Baker, Sarah S. (Sarah Schoonmaker)",1
1691,"Bettany, G. T. (George Thomas)",1
1692,"Watson, H. B. Marriott (Henry Brereton Marriott)",1
1693,"Sidgwick, Alfred, Mrs.",1
1694,"Baily, Waldron",1
1695,"Park, Robert Ezra ; Burgess, E. W. (Ernest Watson)",1
1696,"Brown, Ritter",1
1697,"Dunn, J. Allan, (Joseph Allan)",1
1698,H. D. (Hilda Doolittle),1
1699,"MacGregor, Mary Esther Miller",1
1700,"Carra de Vaux, Bernard",1
1701,"Pyle, Howard",1
1702,"Dodge, Mary Mapes",1
1703,"Rand, Ayn",1
1704,"Sayce, Conrad H. (Conrad Harvey)",1
1705,"Shea, Robert",1
1706,"Harris, Credo Fitch",1
1707,"Menant, Delphine",1
1708,"Diffin, Charles Willard",1
1709,"Caxton, William",1
1710,"Rihani, Ameen Fares",1
1711,"Leamy, Edmund",1
1712,"Avery, Harold",1
1713,"Carmichael, Amy",1
1714,"Miller, Hugh",1
1715,"Harrison, Harry",1
1716,"Ogden, Henry N. (Henry Neely)",1
1717,"Hall, Holworthy",1
1718,"Ryan, Marah Ellis",1
1719,"Bechdolt, Frederick R. (Frederick Ritchie)",1
1720,"Geddie, John",1
1721,"Sherwood, Mary Martha",1
1722,"Priestley, Joseph",1
1723,"Jacobi, Carl",1
1724,"Witwer, H. C. (Harry Charles)",1
1725,"Murray, David",1
1726,"Houssay, Frédéric",1
1727,"Washburne, Carleton",1
1728,"Rauschenbusch, Walter",1
1729,"Holt, Hamilton",1
1730,"Richardson, Samuel",1
1731,"Hartley, C. Gasquoine (Catherine Gasquoine)",1
1732,"Haldeman, Isaac Massey",1
1733,"Cooke, M. C. (Mordecai Cubitt)",1
1734,"Ellanby, Boyd",1
1735,"Smith, David Nichol",1
1736,"McHugh, Augustin ; Currie, Barton Wood",1
1737,"Valera, Juan",1
1738,"Kelly, Eleanor Mercein",1
1739,"MacMahon, Henry",1
1740,"Berryman, John",1
1741,"Stocking, Charles Francis",1
1742,"More, Henry",1
1743,"Whitaker, Evelyn",1
1744,"Livingston, Armstrong",1
1745,"Crump, Irving",1
1746,"Brownell, Gertrude Hall",1
1747,"Bunner, H. C. (Henry Cuyler)",1
1748,"Setoun, Gabriel",1
1749,"Disraeli, Isaac",1
1750,"Moody, Dwight Lyman",1
1751,"Bernstorff, Johann Heinrich, Graf von",1
1752,"Slesar, Henry",1
1753,"Durham, W. H. (Willard Higley) ; Pierce, F. E. (Frederick Erastus) ; MacCracken, H. N. (Henry Noble)",1
1754,"Dewey, John ; Dewey, Harriet Alice Chipman",1
1755,"Church, R. W. (Richard William)",1
1756,"Asquith, Margot",1
1757,"Griswold, Hattie Tyng",1
1758,"Jusserand, J. J. (Jean Jules)",1
1759,"Kennan, George",1
1760,"Woodworth, Robert Sessions",1
1761,"Dunton, Edith K. (Edith Kellogg)",1
1762,"London, Jack ; Walling, Anna Strunsky",1
1763,"Buckland, E. S. Lang (Ernest Segar Lang)",1
1764,"Brown, Paul Cameron",1
1765,"Gorman, J. C. (John C.)",1
1766,"Greenaway, Kate",1
1767,"Hofmannsthal, Hugo von",1
1768,"Guernsey, Henry N. (Henry Newell)",1
1769,"Bryce, James Bryce, Viscount",1
1770,"Rossetti, William Michael",1
1771,"Doesticks, Q. K. Philander",1
1772,"Fillmore, Parker",1
1773,"Martin, Frances",1
1774,"Martin, George Madden",1
1775,"Castlemon, Harry",1
1776,"Ironside, John",1
1777,"Cummins, Maria S. (Maria Susanna)",1
1778,"Langdon, Stephen",1
1779,"Gade, John A. (John Allyne)",1
1780,"Borland, Robert",1
1781,"Dick, Philip K.",1
1782,"Leffingwell, Albert",1
1783,"Munroe, Kirk ; Wheeler, A. C. (Andrew Carpenter) ; Lockwood, Ingersoll ; Fawcett, Edgar ; Thompson, Maurice ; Stockton, Frank R. ; Smith, Brainard Gardner ; Harland, Henry ; Green, Anna Katharine ; Fyles, Franklin ; Miller, Joaquin",1
1784,"Ames, Joseph Bushnell",1
1785,"Linton, E. Lynn (Elizabeth Lynn)",1
1786,"Rhoades, Nina",1
1787,"Trafton, Adeline",1
1788,"James, Bartlett Burleigh",1
1789,"Hutchinson, W. N. (William Nelson) ; Dinks ; Mayhew, Edward",1
1790,"Carroll, Mitchell",1
1791,"Brittain, Alfred",1
1792,"Marquis, Reina Melcher",1
1793,"Murphy, Emily F. (Emily Ferguson)",1
1794,"Pollard, Edward B.",1
1795,"Erskine, Payne",1
1796,"Burton, Richard",1
1797,"Dahn, Felix",1
1798,"Hauser, Heinrich",1
1799,"Drayson, Alfred W. (Alfred Wilks)",1
1800,"Campbell, Charles",1
1801,"Macpherson, Hector",1
1802,"Rhodes, Eugene Manlove",1
1803,"Manson, George J.",1
1804,"Wood, Irving Francis ; Hall, Newton Marshall",1
1805,"Wolf, Mari",1
1806,"Hurlbut, Jesse Lyman",1
1807,"Senancour, Etienne Pivert de",1
1808,"Müller, F. Max (Friedrich Max)",1
1809,"Ordway, Edith B. (Edith Bertha)",1
1810,"Russell, John",1
1811,"Sawyer, Ruth",1
1812,"Cartwright, S. E.",1
1813,"Ottolengui, Rodrigues",1
1814,"Madison, Lucy Foster",1
1815,"Wentworth, G. A. (George Albert)",1
1816,"Balmer, Edwin ; MacHarg, William",1
1817,"Brown, Ivor John Carnegie",1
1818,"Ovington, Mary White",1
1819,"O'Brien, Howard Vincent",1
1820,"Weyl, Walter E. (Walter Edward)",1
1821,"Jones, Jenkins Lloyd",1
1822,"Miller, Joaquin",1
1823,"Scharff, R. F. (Robert Francis)",1
1824,"Goodrich, Samuel G. (Samuel Griswold)",1
1825,"Compton-Rickett, Arthur",1
1826,"Candler, Edmund",1
1827,"Franklin, Edgar",1
1828,"Bailey, Florence Merriam",1
1829,"Carman, Bliss",1
1830,"Hill, Headon",1
1831,"Palmieri, Luigi",1
1832,"Smith, Arthur H.",1
1833,"Chatfield-Taylor, H. C. (Hobart Chatfield)",1
1834,"Call, Frank Oliver",1
1835,"Gjellerup, Karl",1
1836,"Long, John Luther",1
1837,"Maclean, Norman",1
1838,"Bloundelle-Burton, John",1
1839,"Heyse, Paul",1
1840,"Elliott, Francis Perry",1
1841,"Munn, Charles Clark",1
1842,"Wood, Charles W. (Charles William)",1
1843,"Paine, Albert Bigelow",1
1844,"Perrault, Charles",1
1845,"Marx, Magdeleine",1
1846,"Housman, Clemence",1
1847,"Keene, S. F., Mrs.",1
1848,"Dill, Samuel",1
1849,"Lindley, H. Esselstyn",1
1850,"Eaton, Walter Prichard",1
1851,"Jordan, Edwin O. (Edwin Oakes)",1
1852,"Madden, Eva Annie",1
1853,"Young, George",1
1854,"Devereux, Mary",1
1855,"Hutcheson, John C. (John Conroy)",1
1856,"Joyce, P. W. (Patrick Weston)",1
1857,"Spalding, John Lancaster",1
1858,"Waller, Mary E. (Mary Ella)",1
1859,"Tarn, W. W. (William Woodthorpe)",1
1860,"Harvey, E. Newton (Edmund Newton)",1
1861,"Baker, Cornelia",1
1862,"Eastman, Charles A.",1
1863,"Keller, Gottfried",1
1864,"Blatchford, Robert",1
1865,"Trevena, John",1
1866,"Gardiner, Samuel Rawson",1
1867,"Kobbé, Gustav",1
1868,"Higginson, Ella",1
1869,"Prichard, Katharine Susannah",1
1870,"Blease, W. Lyon (Walter Lyon)",1
1871,"Davis, Owen",1
1872,"Robinson, Victor",1
1873,"Sherrill, Charles Hitchcock",1
1874,"Chisholm, A. M. (Arthur Murray)",1
1875,"Anderson, Benjamin M. (Benjamin McAlester)",1
1876,"Wade, Martin J. (Martin Joseph) ; Russell, William F. (William Fletcher)",1
1877,"Savile, Frank (Frank Mackenzie)",1
1878,"Webster, Wentworth",1
1879,"Walker, Henry de Rosenbach",1
1880,"Reed, Helen Leah",1
1881,"Lehmann, R. C. (Rudolf Chambers)",1
1882,"Yerta, Gabrielle ; Méléra, Marguerite-Yerta",1
1883,"Eckstorm, Fannie Hardy",1
1884,"Vasconcellos, Henrique de",1
1885,"Hamilton, Cosmo",1
1886,"Wright, Dudley",1
1887,"Hackett, Francis",1
1888,"Poel, William",1
1889,"Fitch, George Hamlin",1
1890,"Tille, Václav",1
1891,"Lowe, Orton",1
1892,"Pain, Barry",1
1893,"Herbert, A. P. (Alan Patrick)",1
1894,"Kent, Elizabeth",1
1895,Peer,1
1896,"Ward, Mrs.",1
1897,"MacLean, J. P. (John Patterson)",1
1898,"MacClintock, Porter Lander",1
1899,"Cruickshank, Alfred Hamilton",1
1900,"Harris, William Cornwallis, Sir",1
1901,"Williams, Jesse Lynch",1
1902,"Whitman, Walt ; Gilchrist, Anne (Anne Burrows)",1
1903,"Pratt, Parley P. (Parley Parker)",1
1904,"Murray, Gilbert",1
1905,"Pollard, Alfred W. (Alfred William)",1
1906,"MacDonald, Daniel J.",1
1907,"Allen, Frank Waller",1
1908,"Heath, Thomas Little, Sir",1
1909,"Glazier, Willard W.",1
1910,"Tappan, Eva March",1
1911,"Orcutt, William Dana",1
1912,"Doyle, C. W. (Charles William)",1
1913,"Austin, Caroline",1
1914,"Howard, Blanche Willis",1
1915,"Noyes, John Humphrey",1
1916,"Thurston, Edgar",1
1917,"Ingram, John Henry",1
1918,"Wilson, Christopher",1
1919,"Ringrose, Hyacinthe",1
1920,"Enault, Louis",1
1921,"Crawford, Jack Randall",1
1922,"Dorrance, E. S. (Ethel Smith) ; Dorrance, James French",1
1923,"Davey, Richard",1
1924,"Chase, Allan",1
1925,"Starr, Frederick",1
1926,"Slattery, Margaret",1
1927,"McCarthy, Justin",1
1928,"Helper, Hinton Rowan",1
1929,"Edwards, Harry Stillwell",1
1930,"Patmore, P. G. (Peter George)",1
1931,"Strang, Lewis Clinton",1
1932,"Ritchie, Anne Thackeray",1
1933,"Burpee, Lawrence J. (Lawrence Johnstone)",1
1934,"Walker, Hugh",1
1935,"Oliphant, Laurence",1
1936,"Holcombe, William H. (William Henry)",1
1937,"Warder, Geo. W. (George Woodward)",1
1938,"Cody, H. A. (Hiram Alfred)",1
1939,"Pennell, Joseph ; Pennell, Elizabeth Robins",1
1940,"Ford, Paul Leicester",1
1941,"Ruck, Berta",1
1942,"Howe, Julia Ward",1
1943,"Kneeland, George J. (George Jackson)",1
1944,"Daggett, Mary Stewart",1
1945,"Jacks, L. P. (Lawrence Pearsall)",1
1946,"Crastre, François",1
1947,"Hadow, Grace E. (Grace Eleanor)",1
1948,"Baker, George Pierce",1
1949,"Glanville, Ernest",1
1950,"Jowett, John Henry",1
1951,"Hill, James Langdon",1
1952,"Massenet, Jules",1
1953,"Larsen, Hanna Astrup",1
1954,Yale University. Divinity School,1
1955,"Bradley, A. C. (Andrew Cecil)",1
1956,"Hillern, Wilhelmine von",1
1957,"Ehrenstein, Albert",1
1958,"Blind, Mathilde",1
1959,"Franzos, Karl Emil",1
1960,"Gerard, Louise",1
1961,"Lamprey, Louise",1
1962,"Conwell, Russell H.",1
1963,"Miller, Florence Fenwick",1
1964,"Underwood, J. L. (John Levi)",1
1965,"Severance, Frank H. (Frank Hayward)",1
1966,"Ratcliffe, Dorothy Una",1
1967,"Stuart, Muriel",1
1968,"Maizeroy, René",1
1969,"Beecham, John Charles",1
1970,"Lane-Poole, Stanley",1
1971,"Peretz, Isaac Loeb",1
1972,"Hopper, James",1
1973,"Coulton, G. G. (George Gordon)",1
1974,"Prindle, Frances Carruth",1
1975,"Ker, W. P. (William Paton)",1
1976,"Rae, John",1
1977,"MacKeracher, William M. (William Mackay)",1
1978,"Steinheil, Marguerite",1
1979,"Hervey, Arthur",1
1980,"Cullen, Clarence Louis",1
1981,"Kilner, Mary Ann",1
1982,"Ferguson, Robert",1
1983,"Lightfoot, J. B. (Joseph Barber)",1
1984,"Williams, H. Noel (Hugh Noel)",1
1985,"Kraszewski, Józef Ignacy",1
1986,"Pope, Alexander ; Gay, John ; Arbuthnot, John",1
1987,"Smith, David Eugene",1
1988,"Baldwin, Faith",1
1989,"Price, William H.",1
1990,"Pu, Songling",1
1991,"Morrison, Arthur",1
1992,"Williams, Wayland Wells",1
1993,"Merington, Marguerite",1
1994,"Rice, Harvey",1
1995,"Nassau, Robert Hamill",1
1996,"Sawyer, Frederic H.",1
1997,"Berlioz, Hector",1
1998,"Penny, F. E. (Fanny Emily)",1
1999,"Ingleby, Leonard Cresswell",1
2000,"Chesson, W. H. (Wilfrid Hugh)",1
2001,"Wilkins, Louisa Jebb",1
2002,"Lyman, Olin L. (Olin Linus)",1
2003,"Johnson, Stanley C. (Stanley Currie)",1
2004,"Frith, Henry",1
2005,"Thomson, Basil",1
2006,"Schele de Vere, M. (Maximilian)",1
2007,"Clark, Ellery H. (Ellery Harding)",1
2008,"Macy, John Albert",1
2009,"Day, Lal Behari",1
2010,"Hardekopf, Ferdinand",1
2011,"Brunton, Mary",1
2012,"Seaman, Augusta Huiell",1
2013,"Moberly, L. G. (Lucy Gertrude)",1
2014,"Karr, Alphonse",1
2015,"Storm, Marian",1
2016,"Allbut, Robert",1
2017,"Thorndike, Ashley Horace",1
2018,"Adler, Felix",1
2019,"Bates, Katharine Lee",1
2020,"Phillips, Ethel Calvert",1
2021,"Platt, William ; Platt, William, Mrs.",1
2022,"Fletcher, John Gould",1
2023,"Field, Henry M. (Henry Martyn)",1
2024,"Crothers, Samuel McChord",1
2025,"Clarke, Helen A. (Helen Archibald)",1
2026,"Munthe, Axel",1
2027,"Vincent, James Edmund",1
2028,"Drake, Samuel Adams",1
2029,"Thomson, J. Arthur (John Arthur)",1
2030,"Millingen, J. G. (John Gideon)",1
2031,"Peck, Harry Thurston",1
2032,"Kellogg, Vernon L. (Vernon Lyman)",1
2033,"O'Reilly, Elizabeth Boyle",1
2034,"Wildridge, T. Tindall (Thomas Tindall)",1
2035,"Hare, Augustus J. C. (Augustus John Cuthbert)",1
2036,"Adam, Paul",1
2037,"Cobbold, Richard",1
2038,"Gilson, Charles",1
2039,"McKeever, William A. (William Arch)",1
2040,"Macgowan, J. (John)",1
2041,"Barbellion, W. N. P.",1
2042,"Rydberg, Viktor",1
2043,"Kerr, W. A. (William Alexander)",1
2044,"Hutton, Laurence",1
2045,"Knight, E. F. (Edward Frederick)",1
2046,"Fea, Allan",1
2047,Gyp,1
2048,"Cary, Elisabeth Luther",1
2049,"Bashford, H. H. (Henry Howarth), Sir",1
2050,"Tanner, Thomas Hawkes",1
2051,"Cook, Emily Constance Baird",1
2052,"Marshall, Archibald",1
2053,"Pangborn, Edgar",1
2054,"Russell, A. P. (Addison Peale)",1
2055,"Scott, John Reed",1
2056,"Hirst, W. A. (William Alfred)",1
2057,"Flynt, Josiah",1
2058,"Jeaffreson, John Cordy",1
2059,"Opie, Amelia",1
2060,"Brooks, Sarah Warner",1
2061,"Pound, Ezra",1
2062,"Rand, Edward A. (Edward Augustus)",1
2063,"Rihbany, Abraham Mitrie",1
2064,"MacRitchie, David",1
2065,"Fox, Frank",1
2066,"Linebarger, Paul Myron Anthony",1
2067,"Riggs, Arthur Stanley",1
2068,"Harris, Miriam Coles",1
2069,"Whitlock, Brand",1
2070,"Eckenstein, Lina",1
2071,"Gandhi, Mahatma",1
2072,"Rosen, Erwin",1
2073,"Fosdick, Harry Emerson",1
2074,"Wynter, Andrew",1
2075,"Everett-Green, Evelyn",1
2076,"Kahn, Fritz",1
2077,"Smith, Ruel Perley",1
2078,"Johnston, Harold Whetstone",1
2079,"Quick, Herbert",1
2080,"Conant, Charles A. (Charles Arthur)",1
2081,"Montrésor, F. F. (Frances Frederica)",1
2082,"Eeden, Frederik van",1
2083,"Winks, W. E. (William Edward)",1
2084,"Conway, Moncure Daniel",1
2085,"Libby, Walter",1
2086,"Blumentritt, Ferdinand",1
2087,"Hungerford, Edward",1
2088,"Kyle, George A. (George Alexander)",1
2089,"Ross, Albert",1
2090,"Megrue, Roi Cooper ; Martyn, Wyndham",1
2091,"Marie, Queen, consort of Ferdinand I, King of Romania",1
2092,"Williams, Alfred",1
2093,"Remington, Frederic",1
2094,"Scoville, Samuel",1
2095,"De Vere, Aubrey",1
2096,"Roberts, Theodore Goodridge",1
2097,"Casey, Patrick ; Casey, Terence",1
2098,"Thomas, William S.",1
2099,"Hays, Mary",1
2100,"Griffith, Helen Sherman",1
2101,"Durkheim, Émile",1
2102,"Bensusan, S. L. (Samuel Levy)",1
2103,"Feehan, Mary Edward",1
2104,"Lagerlöf, Selma",1
2105,"Flecker, James Elroy",1
2106,"Lewis, Dio",1
2107,"Atkinson, William Walker",1
2108,"Bingham, Kate Boyles ; Boyles, Virgil D. (Virgil Dillin)",1
2109,"Hunt, Violet",1
2110,"Macdonell, Arthur Anthony",1
2111,"Whitehead, Alfred North",1
2112,"Thornbury, Walter",1
2113,"Ford, Richard",1
2114,"Hamilton, Walter",1
2115,"Hind, C. Lewis (Charles Lewis)",1
2116,"Shepard, Edward Morse",1
2117,"Butler, Elizabeth (Elizabeth Southerden Thompson)",1
2118,"Baldry, A. L. (Alfred Lys)",1
2119,"Tyler, John M. (John Mason)",1
2120,"Thompson, Maurice ; Conway, Hugh",1
2121,"Allnutt, Sidney",1
2122,"Field, Cyril",1
2123,"Fleming, Walter L. (Walter Lynwood)",1
2124,"Colvin, Sidney",1
2125,"Gribble, Francis Henry",1
2126,"Saleeby, Najeeb M. (Najeeb Mitry)",1
2127,"Douglas, James",1
2128,"Pease, Howard",1
2129,"Whyte, Christina Gowans",1
2130,"Lajpat Rai, Lala",1
2131,"Lane, John, Mrs.",1
2132,"Hay, George",1
2133,"Figuier, Louis",1
2134,"Costantini, Anna Miller",1
2135,"Gascoyne-Cecil, William ; Cecil, Florence Mary (Bootle-Wilbraham), Lady",1
2136,"Perry, Arthur Latham",1
2137,"Lockwine, Alexandra Agusta Guttman",1
2138,"Casson, Herbert Newton",1
2139,"Platts, John",1
2140,"Jenkins, Elinor",1
2141,"Longfellow, Marian",1
2142,"Reber, Franz von",1
2143,"Johnstone, Arthur",1
2144,"Gibson, Henry H.",1
2145,"Bradley, A. G. (Arthur Granville)",1
2146,"Macklin, Alys Eyre",1
2147,"Converse, Florence",1
2148,"Majors, Alexander",1
2149,"Hart, Albert Bushnell",1
2150,"Williamson, A. M. (Alice Muriel)",1
2151,"Armistead, Wilson",1
2152,"McCall, Sidney",1
2153,"Marlitt, E. (Eugenie)",1
2154,"Koebel, W. H. (William Henry)",1
2155,"Holland, Rupert Sargent",1
2156,"Finberg, A. J. (Alexander Joseph)",1
2157,"Pattee, Fred Lewis",1
2158,"Edwards, William Seymour",1
2159,"Hunt, Leigh",1
2160,"Paget, Stephen",1
2161,"Dixie, Florence, Lady",1
2162,"Mackall, Lawton",1
2163,"Lala, Ramon Reyes",1
2164,"Roche, Arthur Somers",1
2165,"Hutten zum Stolzenberg, Betsey Riddle, Freifrau von",1
2166,"Wait, Frona Eunice",1
2167,"Guizot, Madame (Elisabeth Charlotte Pauline)",1
2168,"Sharp, Dallas Lore",1
2169,"Baughan, Rosa",1
2170,"Blake, Henry Arthur, Sir",1
2171,"Wylie, Philip",1
2172,"Ashby-Sterry, J. (Joseph)",1
2173,"Swan, Annie S.",1
2174,"Van Rensselaer, John King, Mrs.",1
2175,"Wood, J. G. (John George)",1
2176,"Furneaux, William S.",1
2177,"Menpes, Dorothy",1
2178,"Knight, Francis A. (Francis Arnold)",1
2179,"Barrett, Eaton Stannard",1
2180,"Barton, George A. (George Aaron)",1
2181,"Emmons, Samuel B. (Samuel Bulfinch)",1
2182,"MacDonald, Elizabeth Roberts",1
2183,"Houston, Edwin J. (Edwin James)",1
2184,"Sheppard, W. Crispin (William Crispin)",1
2185,"Pissarro, Lucien",1
2186,"Hesketh-Prichard, H. (Hesketh)",1
2187,"Whitaker, Herman",1
2188,"Parton, James",1
2189,"Sutcliffe, Halliwell",1
2190,"Mackenzie, R. Shelton (Robert Shelton)",1
2191,"McKinney, Kate Slaughter",1
2192,"Knight, Sherwood Sweet",1
2193,"Coburn, Claire Martha",1
2194,"MacLane, Mary",1
2195,"Jones, William, F.S.A.",1
2196,"White, Mary",1
2197,"Macquoid, Katharine S. (Katharine Sarah)",1
2198,"Clodd, Edward",1
2199,"Thompson, C. J. S. (Charles John Samuel)",1
2200,"Dry, Wakeling",1
2201,"Hammond, William A. (William Alexander)",1
2202,"Upton, George P. (George Putnam)",1
2203,"Dow, George Francis",1
2204,"Chaucer, Geoffrey",1
2205,"Havell, H. L. (Herbert Lord)",1
2206,"Massinger, Philip ; Field, Nathaniel",1
2207,"Ennis, Luna May",1
2208,"McReynolds, Robert",1
2209,"Heckethorn, Charles William",1
2210,"Dewar, Douglas ; Finn, Frank",1
2211,"Alderman, L. R. (Lewis Raymond)",1
2212,"Mathews, Joanna H. (Joanna Hooe)",1
2213,"Macauley, C. R. (Charles Raymond)",1
2214,"Berlyn, Peter ; Fowler, Charles, Jr.",1
2215,"Gibbon, Perceval",1
2216,"Sealsfield, Charles",1
2217,"Adcock, Arthur St. John",1
2218,"Fantus, Bernard",1
2219,"Fuller, Alvarado M. (Alvarado Mortimer)",1
2220,"Cuthell, Edith E. ; Foster, A. J.",1
2221,"Addison, C. G. (Charles Greenstreet)",1
2222,"Mansfield, Katherine",1
2223,"Clopper, Edward Nicholas",1
2224,"Norton, Carol",1
2225,"Wilson, Rufus Rockwell",1
2226,"Vandérem, Fernand",1
