,Published Year,Etext Number
17698,1872,8586
17699,1872,51595
17700,1872,54620
17701,1872,21448
17702,1872,43373
17703,1872,15933
17704,1872,484
17705,1872,36152
17706,1872,14698
17707,1872,52034
17708,1872,10251
17709,1872,6627
17710,1872,13997
17711,1872,671
17712,1872,24124
17713,1872,55594
17714,1872,3134
17715,1872,21636
17716,1872,21450
17717,1872,42449
17718,1872,58835
17719,1872,43341
17720,1872,48395
17721,1872,4793
17722,1872,44123
17723,1872,29297
17724,1872,1819
17725,1872,50882
17726,1872,22574
17727,1872,37174
17728,1872,39298
17729,1872,19859
17730,1872,8994
17731,1872,2597
17732,1872,60138
17733,1872,7766
17734,1872,46507
17735,1872,46947
17736,1872,2693
17737,1872,21691
17738,1872,7165
17739,1872,60819
17740,1872,10007
17741,1872,15161
17742,1872,40525
17743,1872,39934
17744,1872,48417
17745,1872,33431
17746,1872,9963
17747,1872,26653
17748,1872,12364
17749,1872,25356
17750,1872,58762
17751,1872,13829
17752,1872,9475
17753,1872,20043
17754,1872,21206
17755,1872,6434
17756,1872,57067
17757,1872,21859
17758,1872,25071
17759,1872,38716
17760,1872,45604
17761,1872,4739
17762,1872,53874
17763,1872,46156
17764,1872,9471
17765,1872,52297
17766,1872,36040
17767,1872,65477
17768,1872,46209
17769,1872,3128
17770,1872,8585
17771,1872,45032
17772,1872,33347
17773,1872,39944
17774,1872,59216
17775,1872,11635
17776,1872,22775
17777,1872,23798
17778,1872,53562
17779,1872,21753
17780,1872,1906
17781,1872,8587
17782,1872,37172
17783,1872,8583
17784,1780,33344
17785,1780,47604
17786,1780,49637
17787,1807,1286
17788,1807,68187
17789,1807,20657
17790,1807,61923
17791,1807,573
17792,1807,40988
17793,1807,23665
17794,1807,21256
17795,1807,4644
17796,1807,5203
17797,1807,67318
17798,1807,63974
17799,1807,21823
17800,1807,15233
17801,1807,23281
17802,1807,10130
17803,1807,6018
17804,1807,5208
17805,1807,68536
17806,1807,20860
17807,1899,54270
17808,1899,70156
17809,1899,770
17810,1899,24485
17811,1899,44651
17812,1899,45622
17813,1899,5819
17814,1899,36838
17815,1899,11760
17816,1899,56015
17817,1899,41351
17818,1899,18045
17819,1899,29117
17820,1899,29485
17821,1899,6350
17822,1899,977
17823,1899,41831
17824,1899,43596
17825,1899,37921
17826,1899,68858
17827,1899,48728
17828,1899,23251
17829,1899,5102
17830,1899,64353
17831,1899,53524
17832,1899,43198
17833,1899,6120
17834,1899,38693
17835,1899,44165
17836,1899,2225
17837,1899,37688
17838,1899,8385
17839,1899,23254
17840,1899,29527
17841,1899,28648
17842,1899,16231
17843,1899,1633
17844,1899,23255
17845,1899,52599
17846,1899,12163
17847,1899,56779
17848,1899,32103
17849,1899,334
17850,1899,25884
17851,1899,55497
17852,1899,51798
17853,1899,17279
17854,1899,60560
17855,1899,59930
17856,1899,17733
17857,1899,52226
17858,1899,37304
17859,1899,41115
17860,1899,16995
17861,1899,23252
17862,1899,8045
17863,1899,43626
17864,1899,7870
17865,1899,14226
17866,1899,63249
17867,1899,57776
17868,1899,2011
17869,1899,64458
17870,1899,23250
17871,1899,68582
17872,1899,46699
17873,1899,42011
17874,1899,48404
17875,1899,26117
17876,1899,20243
17877,1899,3105
17878,1899,27784
17879,1899,42238
17880,1899,16255
17881,1899,65341
17882,1899,23248
17883,1899,24835
17884,1899,15972
17885,1899,1330
17886,1899,26045
17887,1899,17195
17888,1899,44649
17889,1899,20638
17890,1899,27534
17891,1899,64161
17892,1899,28377
17893,1899,321
17894,1899,5875
17895,1899,12377
17896,1899,64149
17897,1899,30387
17898,1899,160
17899,1899,61295
17900,1899,46729
17901,1899,71092
17902,1899,19602
17903,1899,31112
17904,1899,45733
17905,1899,43129
17906,1899,22871
17907,1899,26139
17908,1899,11277
17909,1899,13047
17910,1899,55390
17911,1899,44614
17912,1899,71631
17913,1899,29816
17914,1899,13000
17915,1899,52962
17916,1899,2137
17917,1899,30970
17918,1899,33740
17919,1899,66489
17920,1899,5120
17921,1899,23256
17922,1899,32319
17923,1899,37672
17924,1899,69227
17925,1899,5260
17926,1899,61475
17927,1899,7346
17928,1899,73910
17929,1899,42072
17930,1899,71517
17931,1899,17792
17932,1899,41515
17933,1899,14777
17934,1899,41514
17935,1899,23597
17936,1899,58051
17937,1899,31098
17938,1899,37810
17939,1899,57751
17940,1899,27908
17941,1899,63146
17942,1899,46374
17943,1899,64534
17944,1899,45024
17945,1899,70033
17946,1899,53898
17947,1899,24828
17948,1899,11041
17949,1899,17475
17950,1899,32233
17951,1899,8716
17952,1899,29581
17953,1899,5688
17954,1899,49533
17955,1899,51477
17956,1899,34306
17957,1899,11640
17958,1899,23661
17959,1899,42175
17960,1899,5777
17961,1899,8858
17962,1899,44010
17963,1899,39668
17964,1899,55887
17965,1899,6030
17966,1899,49386
17967,1899,9659
17968,1899,17735
17969,1899,688
17970,1899,5162
17971,1899,33193
17972,1899,27103
17973,1899,41777
17974,1899,18193
17975,1899,19025
17976,1899,38373
17977,1899,44624
17978,1899,5780
17979,1899,61834
17980,1899,4903
17981,1899,28262
17982,1899,21246
17983,1899,219
17984,1899,72545
17985,1899,44695
17986,1899,26507
17987,1899,16131
17988,1899,526
17989,1899,23253
17990,1899,38604
17991,1899,39695
17992,1899,42246
17993,1899,40998
17994,1899,41545
17995,1899,17556
17996,1899,54621
17997,1899,8323
17998,1899,45891
17999,1899,1194
18000,1899,12464
18001,1899,41734
18002,1899,43961
18003,1899,33000
18004,1899,22376
18005,1899,41688
18006,1899,42140
18007,1899,36606
18008,1899,21280
18009,1899,16047
18010,1899,16000
18011,1899,7997
18012,1899,14312
18013,1899,25490
18014,1899,775
18015,1899,46023
18016,1899,68630
18017,1899,37038
18018,1899,42667
18019,1899,374
18020,1899,35990
18021,1899,34706
18022,1899,10904
18023,1899,20295
18024,1899,13530
18025,1899,40832
18026,1899,33731
18027,1899,64156
18028,1899,18443
18029,1899,1213
18030,1899,3176
18031,1899,58526
18032,1899,35685
18033,1899,10554
18034,1899,33024
18035,1899,17359
18036,1899,53079
18037,1899,4541
18038,1899,18171
18039,1899,15713
18040,1899,2556
18041,1899,39532
18042,1899,17502
18043,1899,20987
18044,1899,26210
18045,1899,11102
18046,1899,21608
18047,1899,11160
18048,1899,165
18049,1899,25810
18050,1899,28190
18051,1899,14045
18052,1899,53793
18053,1899,9300
18054,1899,9370
18055,1899,15175
18056,1899,44535
18057,1899,24560
18058,1899,57352
18059,1899,65455
18060,1899,18758
18061,1899,58282
18062,1899,67485
18063,1899,22833
18064,1899,29875
18065,1899,3006
18066,1899,37613
18067,1899,64892
18068,1899,2227
18069,1899,71728
18070,1899,11019
18071,1899,15369
18072,1899,52781
18073,1899,33610
18074,1899,45720
18075,1899,17891
18076,1899,53358
18077,1899,34716
18078,1899,59956
18079,1899,33265
18080,1899,38530
18081,1899,22211
18082,1899,12400
18083,1899,42101
18084,1899,7433
18085,1899,1309
18086,1899,41607
18087,1899,52458
18088,1899,16338
18089,1899,20091
18090,1899,20929
18091,1899,8128
18092,1899,23249
18093,1899,70966
18094,1899,14527
18095,1899,38684
18096,1899,9870
18097,1899,10391
18098,1899,17824
18099,1899,48534
18100,1899,26677
18101,1899,22818
18102,1899,45133
18103,1899,34221
18104,1899,32383
18105,1899,5991
18106,1899,53561
18107,1899,41521
18108,1899,12569
18109,1899,1703
18110,1899,27880
18111,1899,68162
18112,1899,62335
18113,1899,22174
18114,1899,10986
18115,1899,31540
18116,1899,47517
18117,1899,707
18118,1899,50906
18119,1899,62561
18120,1899,24281
18121,1899,52298
18122,1899,2186
18123,1899,44012
18124,1899,60831
18125,1899,706
18126,1899,69759
18127,1899,54140
18128,1899,23490
18129,1899,16287
18130,1899,33195
18131,1899,11063
18132,1899,30871
18133,1899,60409
18134,1899,14885
18135,1899,4931
18136,1899,64770
18137,1899,40590
18138,1899,34630
18139,1899,57690
18140,1899,59212
18141,1899,56319
18142,1899,64400
18143,1899,48198
18144,1899,54350
18145,1899,23875
18146,1899,35512
18147,1899,64426
18148,1899,20983
18149,1899,16494
18150,1899,18051
18151,1899,401
18152,1899,51988
18153,1899,24822
18154,1899,44546
18155,1899,10670
18156,1899,22808
18157,1899,29730
18158,1899,23247
18159,1899,71642
18160,1899,9838
18161,1899,1139
18162,1899,833
18163,1899,38713
18164,1899,13784
18165,1899,70346
18166,1899,30167
18167,1899,31801
18168,1899,1876
18169,1899,43153
18170,1899,71261
18171,1899,41917
18172,1899,34499
18173,1899,41461
18174,1899,5313
18175,1899,40001
18176,1899,51520
18177,1899,20486
18178,1899,54947
18179,1899,43863
18180,1899,11062
18181,1899,24841
18182,1899,1384
18183,1899,5808
18184,1899,36974
18185,1899,38870
18186,1899,70193
18187,1899,49846
18188,1899,35966
18189,1899,56696
18190,1899,15958
18191,1899,11249
18192,1899,17585
18193,1899,44470
18194,1899,22727
18195,1899,37148
18196,1899,18954
18197,1899,50575
18198,1899,30674
18199,1899,8873
18200,1899,57072
18201,1899,29089
18202,1899,19487
18203,1899,40292
18204,1899,6365
18205,1899,2895
18206,1899,74376
18207,1899,11609
18208,1899,3251
18209,1899,10368
18210,1899,1517
18211,1899,13678
18212,1899,5809
18213,1899,54215
18214,1899,18394
18215,1899,46212
18216,1899,40784
18217,1899,5719
18218,1899,62346
18219,1899,8665
18220,1899,11666
18221,1899,40134
18222,1899,48509
18223,1899,3677
18224,1899,59531
18225,1899,38072
18226,1899,2317
18227,1899,26522
18228,1899,21314
18229,1854,33081
18230,1854,49927
18231,1854,31896
18232,1854,927
18233,1854,14245
18234,1854,17260
18235,1854,69784
18236,1854,34056
18237,1854,26441
18238,1854,67502
18239,1854,23765
18240,1854,26652
18241,1854,46505
18242,1854,23344
18243,1854,31816
18244,1854,7954
18245,1854,63257
18246,1854,32812
18247,1854,51800
18248,1854,679
18249,1854,3231
18250,1854,23129
18251,1854,23034
18252,1854,205
18253,1854,6672
18254,1854,56798
18255,1854,22030
18256,1854,66507
18257,1854,21236
18258,1854,16512
18259,1854,15191
18260,1854,2731
18261,1854,47532
18262,1854,10708
18263,1854,809
18264,1854,163
18265,1854,33420
18266,1854,10657
18267,1854,62223
18268,1854,25639
18269,1854,24194
18270,1854,42069
18271,1854,897
18272,1854,53670
18273,1854,10691
18274,1854,51385
18275,1854,54622
18276,1854,55075
18277,1854,37540
18278,1854,30737
18279,1854,40616
18280,1854,31869
18281,1854,20185
18282,1854,71
18283,1854,62716
18284,1854,23452
18285,1854,69640
18286,1854,1275
18287,1854,45554
18288,1854,49500
18289,1854,2521
18290,1854,62023
18291,1854,39114
18292,1854,15696
18293,1854,37268
18294,1854,58361
18295,1854,49841
18296,1854,61992
18297,1854,24165
18298,1854,47050
18299,1854,43811
18300,1891,21909
18301,1891,33528
18302,1891,2024
18303,1891,73092
18304,1891,34551
18305,1891,18816
18306,1891,2798
18307,1891,18058
18308,1891,30657
18309,1891,43139
18310,1891,16472
18311,1891,1557
18312,1891,38984
18313,1891,24606
18314,1891,20756
18315,1891,45545
18316,1891,18708
18317,1891,59424
18318,1891,7409
18319,1891,30108
18320,1891,21824
18321,1891,20390
18322,1891,36246
18323,1891,19980
18324,1891,55947
18325,1891,72989
18326,1891,15865
18327,1891,3125
18328,1891,23015
18329,1891,53598
18330,1891,32823
18331,1891,26409
18332,1891,19768
18333,1891,23013
18334,1891,24651
18335,1891,52014
18336,1891,49245
18337,1891,1500
18338,1891,8659
18339,1891,3106
18340,1891,18264
18341,1891,12136
18342,1891,32167
18343,1891,32261
18344,1891,27930
18345,1891,70837
18346,1891,15205
18347,1891,17487
18348,1891,6928
18349,1891,67608
18350,1891,65295
18351,1891,23808
18352,1891,19193
18353,1891,33957
18354,1891,28314
18355,1891,27284
18356,1891,18127
18357,1891,14149
18358,1891,23016
18359,1891,2721
18360,1891,8322
18361,1891,15803
18362,1891,18631
18363,1891,37107
18364,1891,21364
18365,1891,59018
18366,1891,6854
18367,1891,39494
18368,1891,20420
18369,1891,67757
18370,1891,25571
18371,1891,33663
18372,1891,60182
18373,1891,51197
18374,1891,41266
18375,1891,4989
18376,1891,8220
18377,1891,6370
18378,1891,19645
18379,1891,27168
18380,1891,19921
18381,1891,33662
18382,1891,33905
18383,1891,23804
18384,1891,35954
18385,1891,48566
18386,1891,43671
18387,1891,22422
18388,1891,16734
18389,1891,655
18390,1891,1709
18391,1891,5832
18392,1891,8902
18393,1891,39212
18394,1891,317
18395,1891,42686
18396,1891,73204
18397,1891,69556
18398,1891,67739
18399,1891,1273
18400,1891,48860
18401,1891,56504
18402,1891,979
18403,1891,31106
18404,1891,24311
18405,1891,1017
18406,1891,23807
18407,1891,37883
18408,1891,38829
18409,1891,11628
18410,1891,15836
18411,1891,61041
18412,1891,50372
18413,1891,30205
18414,1891,20063
18415,1891,20120
18416,1891,11303
18417,1891,55096
18418,1891,40490
18419,1891,41471
18420,1891,36313
18421,1891,28637
18422,1891,5956
18423,1891,52049
18424,1891,36662
18425,1891,23017
18426,1891,14589
18427,1891,54989
18428,1891,28477
18429,1891,63973
18430,1891,2022
18431,1891,51453
18432,1891,23809
18433,1891,40522
18434,1891,887
18435,1891,1417
18436,1891,67576
18437,1891,39968
18438,1891,57320
18439,1891,9373
18440,1891,11671
18441,1891,3049
18442,1891,44920
18443,1891,48228
18444,1891,47524
18445,1891,55833
18446,1891,23806
18447,1891,18283
18448,1891,58465
18449,1891,49109
18450,1891,16821
18451,1891,74231
18452,1891,8819
18453,1891,69067
18454,1891,51924
18455,1891,47825
18456,1891,33113
18457,1891,534
18458,1891,69971
18459,1891,18822
18460,1891,1303
18461,1891,59211
18462,1891,27866
18463,1891,57251
18464,1891,72089
18465,1891,23803
18466,1891,15854
18467,1891,39922
18468,1891,24449
18469,1891,28651
18470,1891,36989
18471,1891,31764
18472,1891,31394
18473,1891,29387
18474,1891,49431
18475,1891,39215
18476,1891,56287
18477,1891,21294
18478,1891,2809
18479,1891,27781
18480,1891,17168
18481,1891,13561
18482,1891,45925
18483,1891,53580
18484,1891,11468
18485,1891,71850
18486,1891,38554
18487,1891,2723
18488,1891,9195
18489,1891,11074
18490,1891,53924
18491,1891,43112
18492,1891,873
18493,1891,10710
18494,1891,46834
18495,1891,14867
18496,1891,6313
18497,1891,8122
18498,1891,31510
18499,1891,26596
18500,1891,58650
18501,1891,23805
18502,1891,6360
18503,1891,10340
18504,1891,47955
18505,1891,36017
18506,1891,54773
18507,1891,47150
18508,1891,53095
18509,1891,41073
18510,1891,46348
18511,1891,8394
18512,1891,60422
18513,1891,58707
18514,1891,60919
18515,1891,10974
18516,1891,66249
18517,1891,37366
18518,1891,23014
18519,1891,51973
18520,1891,12638
18521,1891,69656
18522,1891,15350
18523,1891,53486
18524,1891,45752
18525,1891,18617
18526,1891,9559
18527,1891,24516
18528,1891,41189
18529,1891,40708
18530,1891,35901
18531,1891,20643
18532,1891,34959
18533,1891,20293
18534,1891,52155
18535,1891,43601
18536,1891,46173
18537,1891,15258
18538,1891,6743
18539,1891,55457
18540,1891,51634
18541,1891,51728
18542,1960,38021
18543,1960,56315
18544,1960,68397
18545,1960,59258
18546,1960,20788
18547,1960,71609
18548,1960,38884
18549,1960,42737
18550,1960,22629
18551,1960,31084
18552,1960,69299
18553,1960,53448
18554,1960,26076
18555,1960,71883
18556,1960,18492
18557,1960,59369
18558,1960,33508
18559,1960,59839
18560,1960,73375
18561,1960,54566
18562,1960,28346
18563,1960,20483
18564,1960,67783
18565,1960,39783
18566,1960,30306
18567,1960,68466
18568,1960,24104
18569,1960,67324
18570,1960,65809
18571,1960,23764
18572,1960,27211
18573,1960,57308
18574,1960,50022
18575,1962,72569
18576,1962,20224
18577,1962,59092
18578,1962,31683
18579,1962,59340
18580,1962,25550
18581,1962,27106
18582,1962,73551
18583,1962,21279
18584,1962,31619
18585,1962,20726
18586,1962,20840
18587,1962,66477
18588,1962,41981
18589,1962,22484
18590,1962,51651
18591,1962,38366
18592,1962,65518
18593,1962,55434
18594,1962,66685
18595,1962,69865
18596,1962,39826
18597,1962,51125
18598,1962,56709
18599,1962,61360
18600,1962,32390
18601,1962,57817
18602,1962,55525
18603,1962,23335
18604,1962,30998
18605,1962,21873
18606,1962,55692
18607,1962,59824
18608,1962,66623
18609,1962,35204
18610,1962,15158
18611,1756,71081
18612,1756,3358
18613,1756,63322
18614,1756,71993
18615,1756,637
18616,1860,68217
18617,1860,16906
18618,1860,5206
18619,1860,62598
18620,1860,34192
18621,1860,6632
18622,1860,65244
18623,1860,49291
18624,1860,6688
18625,1860,48079
18626,1860,40439
18627,1860,24438
18628,1860,33521
18629,1860,14681
18630,1860,7876
18631,1860,914
18632,1860,2181
18633,1860,20065
18634,1860,71220
18635,1860,583
18636,1860,11270
18637,1860,34830
18638,1860,65294
18639,1860,25277
18640,1860,6634
18641,1860,40385
18642,1860,49665
18643,1860,27767
18644,1860,46586
18645,1860,12439
18646,1860,74335
18647,1860,62219
18648,1860,45851
18649,1860,17284
18650,1860,51557
18651,1860,10929
18652,1860,7877
18653,1860,32228
18654,1860,43145
18655,1860,66812
18656,1860,8638
18657,1860,21431
18658,1860,7893
18659,1860,24972
18660,1860,1438
18661,1860,2860
18662,1860,5024
18663,1860,7878
18664,1860,33852
18665,1860,26796
18666,1860,36055
18667,1860,6633
18668,1860,20579
18669,1860,23576
18670,1860,1959
18671,1860,21504
18672,1860,23127
18673,1860,21728
18674,1860,71558
18675,1860,51555
18676,1860,1235
18677,1860,6914
18678,1860,71097
18679,1860,42360
18680,1860,15269
18681,1860,50006
18682,1860,40825
18683,1860,60180
18684,1860,2648
18685,1860,36713
18686,1860,10848
18687,1860,10761
18688,1860,17191
18689,1860,26156
18690,1860,8954
18691,1860,29463
18692,1860,39827
18693,1860,41234
18694,1860,2182
18695,1860,23318
18696,1860,70704
18697,1860,35662
18698,1860,1407
18699,1860,28064
18700,1860,52007
18701,1860,69257
18702,1860,21736
18703,1860,66075
18704,1860,21128
18705,1860,62271
18706,1860,25666
18707,1860,35911
18708,1860,33696
18709,1860,35047
18710,1860,56354
18711,1860,43947
18712,1860,56599
18713,1860,33517
18714,1860,45301
18715,1860,34535
18716,1860,4296
18717,1860,40114
18718,1860,40498
18719,1860,13987
18720,1860,50153
18721,1860,41811
18722,1762,24643
18723,1762,34871
18724,1762,57679
18725,1762,57678
18726,1762,72554
18727,1762,30327
18728,1762,34821
18729,1762,29324
18730,1762,26050
18731,1762,29116
18732,1762,5427
18733,1762,25008
18734,1762,69336
18735,1762,30584
18736,1762,24199
18737,1762,29189
18738,1762,37218
18739,1762,29684
18740,1762,36441
18741,1762,37867
18742,1762,36491
18743,1762,37764
18744,1762,28105
18745,1919,13330
18746,1919,2683
18747,1919,419
18748,1919,13763
18749,1919,3038
18750,1919,50425
18751,1919,71624
18752,1919,68152
18753,1919,34935
18754,1919,3043
18755,1919,33321
18756,1919,35513
18757,1919,60395
18758,1919,61437
18759,1919,67279
18760,1919,10575
18761,1919,37262
18762,1919,54402
18763,1919,48767
18764,1919,55359
18765,1919,15591
18766,1919,63775
18767,1919,1368
18768,1919,38983
18769,1919,63546
18770,1919,28814
18771,1919,27445
18772,1919,51559
18773,1919,222
18774,1919,41793
18775,1919,13820
18776,1919,12349
18777,1919,22284
18778,1919,53604
18779,1919,11475
18780,1919,30351
18781,1919,11881
18782,1919,14757
18783,1919,29221
18784,1919,18667
18785,1919,25038
18786,1919,9923
18787,1919,11477
18788,1919,25984
18789,1919,67256
18790,1919,50004
18791,1919,55468
18792,1919,54830
18793,1919,690
18794,1919,11311
18795,1919,43344
18796,1919,4947
18797,1919,7811
18798,1919,39294
18799,1919,15249
18800,1919,10042
18801,1919,439
18802,1919,65898
18803,1919,25969
18804,1919,42235
18805,1919,45421
18806,1919,69807
18807,1919,9366
18808,1919,36785
18809,1919,55400
18810,1919,75246
18811,1919,32777
18812,1919,37331
18813,1919,67418
18814,1919,54441
18815,1919,15438
18816,1919,4704
18817,1919,41310
18818,1919,40462
18819,1919,31369
18820,1919,68442
18821,1919,51940
18822,1919,18526
18823,1919,64385
18824,1919,38777
18825,1919,18801
18826,1919,40699
18827,1919,38965
18828,1919,50198
18829,1919,35164
18830,1919,42653
18831,1919,8459
18832,1919,40905
18833,1919,11961
18834,1919,67706
18835,1919,34627
18836,1919,47378
18837,1919,14171
18838,1919,16530
18839,1919,28780
18840,1919,16089
18841,1919,18649
18842,1919,22568
18843,1919,7353
18844,1919,49455
18845,1919,6009
18846,1919,47751
18847,1919,48990
18848,1919,3040
18849,1919,26053
18850,1919,19401
18851,1919,15978
18852,1919,26699
18853,1919,11481
18854,1919,20123
18855,1919,6413
18856,1919,67649
18857,1919,49456
18858,1919,17237
18859,1919,49350
18860,1919,14646
18861,1919,15011
18862,1919,7863
18863,1919,36733
18864,1919,42010
18865,1919,49815
18866,1919,11474
18867,1919,3036
18868,1919,63621
18869,1919,15776
18870,1919,23234
18871,1919,21960
18872,1919,1182
18873,1919,42383
18874,1919,56037
18875,1919,13553
18876,1919,10107
18877,1919,14717
18878,1919,21723
18879,1919,55173
18880,1919,10713
18881,1919,52591
18882,1919,26183
18883,1919,261
18884,1919,67990
18885,1919,39547
18886,1919,25803
18887,1919,20666
18888,1919,64741
18889,1919,6991
18890,1919,15539
18891,1919,5748
18892,1919,36292
18893,1919,543
18894,1919,51939
18895,1919,16521
18896,1919,44077
18897,1919,37204
18898,1919,62050
18899,1919,19204
18900,1919,20283
18901,1919,35361
18902,1919,54673
18903,1919,19423
18904,1919,46482
18905,1919,52410
18906,1919,35504
18907,1919,16178
18908,1919,46096
18909,1919,57749
18910,1919,28187
18911,1919,59800
18912,1919,29847
18913,1919,61758
18914,1919,29878
18915,1919,52561
18916,1919,48729
18917,1919,40484
18918,1919,3035
18919,1919,38516
18920,1919,72828
18921,1919,5343
18922,1919,29147
18923,1919,765
18924,1919,60761
18925,1919,19117
18926,1919,19336
18927,1919,39068
18928,1919,68034
18929,1919,61368
18930,1919,13188
18931,1919,52450
18932,1919,20901
18933,1919,4556
18934,1919,48500
18935,1919,57345
18936,1919,172
18937,1919,44397
18938,1919,29880
18939,1919,73155
18940,1919,45758
18941,1919,6290
18942,1919,39432
18943,1919,8458
18944,1919,3288
18945,1919,57524
18946,1919,19388
18947,1919,24945
18948,1919,8269
18949,1919,33990
18950,1919,21415
18951,1919,21250
18952,1919,33277
18953,1919,3066
18954,1919,15266
18955,1919,11440
18956,1919,26928
18957,1919,38783
18958,1919,8164
18959,1919,70157
18960,1919,66754
18961,1919,34797
18962,1919,30479
18963,1919,7201
18964,1919,69114
18965,1919,4996
18966,1919,14486
18967,1919,37463
18968,1919,72796
18969,1919,49816
18970,1919,11746
18971,1919,6880
18972,1919,39072
18973,1919,31935
18974,1919,13694
18975,1919,62956
18976,1919,23036
18977,1919,67893
18978,1919,37967
18979,1919,27513
18980,1919,22264
18981,1919,30573
18982,1919,19179
18983,1919,39349
18984,1919,67611
18985,1919,53032
18986,1919,30574
18987,1919,13827
18988,1919,72741
18989,1919,42105
18990,1919,16363
18991,1919,45926
18992,1919,7036
18993,1919,8771
18994,1919,67760
18995,1919,11479
18996,1919,16613
18997,1919,40220
18998,1919,50235
18999,1919,14374
19000,1919,60273
19001,1919,48485
19002,1919,22523
19003,1919,68135
19004,1919,49935
19005,1919,15299
19006,1919,69204
19007,1919,4249
19008,1919,54312
19009,1919,48952
19010,1919,20521
19011,1919,29183
19012,1919,29711
19013,1919,19207
19014,1919,19695
19015,1919,46252
19016,1919,14348
19017,1919,33359
19018,1919,46852
19019,1919,63068
19020,1919,20935
19021,1919,41478
19022,1919,45416
19023,1919,63420
19024,1919,37343
19025,1919,24589
19026,1919,24684
19027,1919,12520
19028,1919,13706
19029,1919,43376
19030,1919,69685
19031,1919,68854
19032,1919,52437
19033,1919,31914
19034,1919,27449
19035,1919,5803
19036,1919,12639
19037,1919,55374
19038,1919,57786
19039,1919,22650
19040,1919,6992
19041,1919,25885
19042,1919,27707
19043,1919,37917
19044,1919,48994
19045,1919,20152
19046,1919,36442
19047,1919,67936
19048,1919,47563
19049,1919,68296
19050,1919,30572
19051,1919,16597
19052,1919,37561
19053,1919,41610
19054,1919,29853
19055,1919,19089
19056,1919,66148
19057,1919,68627
19058,1919,38173
19059,1919,53372
19060,1919,62151
19061,1919,294
19062,1919,42764
19063,1919,22038
19064,1919,33728
19065,1919,49317
19066,1919,36580
19067,1919,14567
19068,1919,416
19069,1919,58953
19070,1919,33645
19071,1919,16519
19072,1919,45199
19073,1919,17149
19074,1919,38711
19075,1919,63642
19076,1919,4747
19077,1919,16589
19078,1919,39581
19079,1919,43257
19080,1919,6002
19081,1919,18469
19082,1919,17355
19083,1919,11472
19084,1919,38436
19085,1919,7405
19086,1919,51024
19087,1919,58469
19088,1919,40545
19089,1919,69319
19090,1919,15116
19091,1919,49451
19092,1919,16978
19093,1919,15420
19094,1919,41819
19095,1919,560
19096,1919,50673
19097,1919,11240
19098,1919,14890
19099,1919,55079
19100,1919,6291
19101,1919,64255
19102,1919,11476
19103,1919,5397
19104,1919,14384
19105,1919,25293
19106,1919,6597
19107,1919,10201
19108,1919,18774
19109,1919,33626
19110,1919,43377
19111,1919,56902
19112,1919,22765
19113,1919,68001
19114,1919,7843
19115,1919,62881
19116,1919,22734
19117,1919,59900
19118,1919,46436
19119,1919,52451
19120,1919,11478
19121,1919,6965
19122,1919,7171
19123,1919,38896
19124,1919,19910
19125,1919,31953
19126,1919,34801
19127,1919,49205
19128,1919,40765
19129,1919,14025
19130,1919,56594
19131,1919,1693
19132,1919,4781
19133,1919,7805
19134,1919,16282
19135,1919,63822
19136,1919,33559
19137,1919,110
19138,1919,32477
19139,1919,57688
19140,1919,41455
19141,1919,31732
19142,1919,20630
19143,1919,11471
19144,1919,31385
19145,1919,63224
19146,1919,39062
19147,1919,3037
19148,1919,50552
19149,1919,46380
19150,1919,46197
19151,1919,33166
19152,1919,53121
19153,1919,35618
19154,1919,12541
19155,1919,19849
19156,1919,29391
19157,1919,38071
19158,1919,41489
19159,1919,29659
19160,1919,61769
19161,1919,3076
19162,1919,11480
19163,1919,20628
19164,1919,3543
19165,1919,1245
19166,1919,58736
19167,1919,41061
19168,1919,36412
19169,1919,19222
19170,1919,20566
19171,1919,18613
19172,1919,25866
19173,1919,6467
19174,1919,48666
19175,1919,26051
19176,1919,4086
19177,1919,14478
19178,1919,18926
19179,1919,18056
19180,1919,55553
19181,1919,67992
19182,1919,49640
19183,1919,22726
19184,1919,9809
19185,1919,2003
19186,1919,7031
19187,1919,12586
19188,1919,61996
19189,1919,71416
19190,1919,19806
19191,1919,69601
19192,1919,25081
19193,1919,36094
19194,1919,5805
19195,1919,60820
19196,1919,30759
19197,1919,10057
19198,1919,68969
19199,1919,11765
19200,1919,9440
19201,1919,11473
19202,1919,44983
19203,1919,49645
19204,1919,54370
19205,1919,15796
19206,1919,11482
19207,1919,5791
19208,1919,2231
19209,1919,14943
19210,1919,61147
19211,1919,6289
19212,1919,31121
19213,1919,17567
19214,1919,19948
19215,1919,38816
19216,1919,14599
19217,1919,36881
19218,1919,11172
19219,1919,15758
19220,1919,37394
19221,1919,8200
19222,1919,3042
19223,1919,62028
19224,1919,71710
19225,1919,59726
19226,1919,67772
19227,1919,60196
19228,1919,40108
19229,1919,14352
19230,1919,26306
19231,1919,28389
19232,1919,14907
19233,1919,10147
19234,1919,42277
19235,1919,39585
19236,1919,12481
19237,1919,537
19238,1919,34410
19239,1919,53155
19240,1919,43274
19241,1919,13665
19242,1919,3034
19243,1919,20387
19244,1919,22372
19245,1919,3041
19246,1919,1008
19247,1919,56945
19248,1919,10373
19249,1919,40379
19250,1919,64657
19251,1919,12600
19252,1919,17621
19253,1919,45743
19254,1919,26162
19255,1919,9865
19256,1919,21890
