,Authors,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found
1427,"Giltner, Leigh Gordon",Leigh Gordon Giltner,female,United States,1875.0,1940.0,"OpenLibrary, Wikidata",True
1428,"Mayor, F. M. (Flora Macdonald)",Flora Macdonald Mayor,female,"United Kingdom, United Kingdom of Great Britain and Ireland",1872.0,1932.0,"OpenLibrary, Wikidata",True
1429,"Talley, Thomas Washington",Thomas Washington Talley,male,United States,1870.0,1952.0,Wikidata,True
1430,"Eddy, Mary Baker",Mary Baker Eddy,female,American,1821.0,1910.0,Wikipedia,True
1431,"Pease, Howard",Howard Pease,male,American,1894.0,1974.0,"Wikipedia, OpenLibrary",True
1432,"Bassett, Sara Ware",Sara Ware Bassett,female,American,1872.0,1968.0,"Wikipedia, OpenLibrary, Wikidata",True
1433,"Smith, Francis Asbury",Francis Asbury Smith,male,United States,1837.0,1915.0,"OpenLibrary, Wikidata",True
1434,"Chase, Mary Ellen",Mary Ellen Chase,female,American,1887.0,1973.0,"Wikipedia, OpenLibrary",True
1435,"Jeffrey, Rosa Vertner",Rosa Vertner Jeffrey,female,American,1828.0,1894.0,Wikipedia,True
1436,"MacKaye, Harold Steele",Harold Steele MacKaye,male,American,1879.0,1975.0,Wikipedia,True
1437,"Jones, Thomas S. (Thomas Samuel)",Thomas Samuel Jones,,,1882.0,1932.0,OpenLibrary,True
1438,"Pinney, Laura Ann Young",Laura Ann Young Pinney,female,United States,1849.0,1943.0,"OpenLibrary, Wikidata",True
1439,"Bynner, Witter",Witter Bynner,male,American,1881.0,1968.0,Wikipedia,True
1440,"Roberts, Elizabeth Madox",Elizabeth Madox Roberts,female,American,1881.0,1941.0,"Wikipedia, OpenLibrary",True
1441,Bill o'th' Hoylus End,Bill o'th' Hoylus End,,,,,,False
1442,"Wildman, Rounsevelle",Rounsevelle Wildman,male,American,1864.0,1901.0,"Wikipedia, Wikidata",True
1443,"Buchanan, Thompson",Thompson Buchanan,male,American,1877.0,1937.0,"Wikipedia, OpenLibrary",True
1444,"Curtis, Wardon Allan",Wardon Allan Curtis,male,American,1867.0,1940.0,"Wikipedia, OpenLibrary",True
1445,"Smith, John Talbot",John Talbot Smith,male,,1855.0,1923.0,"OpenLibrary, Wikidata",True
1446,"Munsey, Frank Andrew",Frank Andrew Munsey,male,American,1854.0,1925.0,Wikipedia,True
1447,"Hobbes, John Oliver",John Oliver Hobbes,female,"American, Anglo-American",1867.0,1906.0,Wikipedia,True
1448,"Harriman, Alice",Alice Harriman,female,American,1861.0,1925.0,"Wikipedia, OpenLibrary",True
1449,"Thorne, Jack",Jack Thorne,male,British,1978.0,,"Wikipedia, OpenLibrary, Wikidata",True
1450,"Fitch, Clyde",Clyde Fitch,male,American,1865.0,1909.0,Wikipedia,True
1451,"Trumbull, Annie Eliot",Annie Eliot Trumbull,female,American,1857.0,1949.0,"Wikipedia, Wikidata",True
1452,"Bryant, Marguerite",Marguerite Bryant,female,United Kingdom of Great Britain and Ireland,1870.0,1962.0,"OpenLibrary, Wikidata",True
1453,"Lane, Elinor Macartney",Elinor Macartney Lane,female,American,1864.0,1909.0,Wikipedia,True
1454,"Irwin, Will",Will Irwin,male,American,1873.0,1948.0,"Wikipedia, OpenLibrary, Wikidata",True
1455,"Raymond, Evelyn",Evelyn Raymond,female,United States,1843.0,1998.0,"OpenLibrary, Wikidata",True
1456,"Shea, Robert",Robert Shea,male,"American, British",1934.0,1994.0,"Wikipedia, OpenLibrary, Wikidata",True
1457,"Turley, Charles",Charles Turley,male,American,1868.0,1940.0,"Wikipedia, Wikidata",True
1458,H. D. (Hilda Doolittle),Hilda Doolittle,female,American,1886.0,1961.0,OpenLibrary,True
1459,"Bigelow, Jacob",Jacob Bigelow,male,American,1787.0,1879.0,Wikipedia,True
1460,"Worts, George F. (George Frank)",George Frank Worts,male,American,1836.0,1854.0,Wikipedia,True
1461,"Moody, William Vaughn",William Vaughn Moody,male,American,1869.0,1910.0,Wikipedia,True
1462,"Johnson, Jesse",Jesse Johnson,male,American,1982.0,,Wikipedia,True
1463,"Fothergill, Jessie",Jessie Fothergill,female,English,1851.0,1891.0,"Wikipedia, OpenLibrary",True
1464,"Luce, Nancy",Nancy Luce,female,American,1814.0,1890.0,"Wikipedia, OpenLibrary, Wikidata",True
1465,"Spearman, Frank H. (Frank Hamilton)",Frank Hamilton Spearman,male,American,1859.0,1937.0,"Wikipedia, OpenLibrary, Wikidata",True
1466,"Lynch, Lawrence L.",Lawrence L. Lynch,female,American,1853.0,1914.0,"Wikipedia, Wikidata",True
1467,"Cook, Eliza",Eliza Cook,female,English,1818.0,1889.0,Wikipedia,True
1468,"Libbey, Laura Jean",Laura Jean Libbey,female,American,1862.0,1924.0,"Wikipedia, OpenLibrary, Wikidata",True
1469,"Froude, James Anthony",James Anthony Froude,male,English,1818.0,1894.0,Wikipedia,True
1470,"Schachner, Nathan",Nathan Schachner,,American,1895.0,1955.0,Wikipedia,True
1471,"Brailsford, Henry Noel",Henry Noel Brailsford,male,English,1873.0,1958.0,Wikipedia,True
1472,"Taylor, Bert Leston",Bert Leston Taylor,male,American,1866.0,1921.0,"Wikipedia, OpenLibrary, Wikidata",True
1473,"McReynolds, Robert",Robert McReynolds,,,,1928.0,OpenLibrary,True
1474,"Riley, James Whitcomb ",James Whitcomb Riley,male,American,1849.0,1916.0,Wikipedia,True
1475," Nye, Bill",Bill Nye,male,American,1955.0,1999.0,Wikipedia,True
1476,"Barclay, Hubert, Mrs.","Hubert, Barclay",female,American,,,Wikipedia,True
1477,"Smith, David Nichol",David Nichol Smith,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1875.0,1962.0,"OpenLibrary, Wikidata",True
1478,"Stocking, Charles Francis",Charles Francis Stocking,,,1873.0,,OpenLibrary,True
1479,"Whitaker, Evelyn",Evelyn Whitaker,female,English,1844.0,1929.0,Wikipedia,True
1480,"de Esque, Jean",Jean de Esque,male,American,1879.0,1956.0,Wikipedia,True
1481,"Brontë, Charlotte",Charlotte Brontë,female,English,1816.0,1855.0,Wikipedia,True
1482,"Vicary, John Fulford",John Fulford Vicary,male,British,,1837.0,Wikipedia,True
1483,"Pinkerton, Allan",Allan Pinkerton,male,"United States, United Kingdom of Great Britain and Ireland",1819.0,1884.0,"OpenLibrary, Wikidata",True
1484,"Lovecraft, H. P. (Howard Phillips)",Howard Phillips Lovecraft,male,American,1890.0,1937.0,Wikipedia,True
1485,"Whiting, Lilian",Lilian Whiting,female,American,1880.0,1890.0,Wikipedia,True
1486,"Phillips, Rog",Rog Phillips,male,American,1909.0,1965.0,"Wikipedia, OpenLibrary",True
1487,"Setoun, Gabriel",Gabriel Setoun,male,Scottish,1861.0,1930.0,"Wikipedia, OpenLibrary",True
1488,"Seccombe, Thomas",Thomas Seccombe,male,English,1866.0,1923.0,Wikipedia,True
1489,"Legler, Henry Eduard",Henry Eduard Legler,male,"American, Italian",1861.0,1917.0,"Wikipedia, OpenLibrary",True
1490,"Coward, Noel",Noel Coward,male,English,1899.0,1973.0,Wikipedia,True
1491,"Bump, Charles Weathers",Charles Weathers Bump,,,1872.0,1908.0,OpenLibrary,True
1492,"Smith, James Edgar ",James Edgar Smith,,,1864.0,,OpenLibrary,True
1493," Hawthorne, Nathaniel",Nathaniel Hawthorne,male,American,1804.0,1864.0,Wikipedia,True
1494,"Bell, Clive",Clive Bell,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1881.0,1964.0,"OpenLibrary, Wikidata",True
1495,"Hughes, William R. (William Richard)",William Richard Hughes,male,,1830.0,1899.0,"OpenLibrary, Wikidata",True
1496,"London, Jack ",Jack London,male,American,1876.0,1916.0,Wikipedia,True
1497," Walling, Anna Strunsky",Anna Strunsky Walling,female,"American, Russian, English",1877.0,1964.0,Wikipedia,True
1498,"Brown, Paul Cameron",Paul Cameron Brown,,,1948.0,,OpenLibrary,True
1499,"Bone, David W. (David William)",David William Bone,male,"Scottish, British",1874.0,1959.0,Wikipedia,True
1500,"Marquis, Thomas Guthrie",Thomas Guthrie Marquis,male,Canada,1864.0,1936.0,"OpenLibrary, Wikidata",True
1501,"Preston, Jack",Jack Preston,male,,1888.0,1966.0,"OpenLibrary, Wikidata",True
1502,"Smith, Evelyn E.",Evelyn E. Smith,female,American,1922.0,2000.0,"Wikipedia, OpenLibrary, Wikidata",True
1503,"Watson, Robert",Robert Watson,male,United Kingdom,1882.0,1948.0,"OpenLibrary, Wikidata",True
1504,"Irvine, Alexander",Alexander Irvine,female,United States,1969.0,,"OpenLibrary, Wikidata",True
1505,"McElroy, John",John McElroy,male,United States,1846.0,1929.0,"OpenLibrary, Wikidata",True
1506,"Blossom, Henry",Henry Blossom,male,American,1866.0,1919.0,"Wikipedia, OpenLibrary",True
1507,"Stokes, Winston ",Winston Stokes,male,British,1874.0,1965.0,Wikipedia,True
1508," Longfellow, Henry Wadsworth",Henry Wadsworth Longfellow,male,American,1807.0,1882.0,Wikipedia,True
1509,"Marks, Winston K. (Winston Kinney)",Winston Kinney Marks,,United States,1915.0,1979.0,Wikidata,True
1510,"Risley, R. V. (Richard Voorhees)",Richard Voorhees Risley,male,United States,1874.0,1904.0,"OpenLibrary, Wikidata",True
1511,"Hill, Frederick Trevor",Frederick Trevor Hill,male,United States,1866.0,1930.0,"OpenLibrary, Wikidata",True
1512,"Stearns, Charles A.",Charles A. Stearns,male,,,,Wikidata,True
1513,"Ritchie, David G. (David George), Mrs.",David George Ritchie,female,United Kingdom of Great Britain and Ireland,1853.0,1903.0,"OpenLibrary, Wikidata",True
1514,"Marquis, Reina Melcher",Reina Melcher Marquis,male,American,1881.0,1923.0,"Wikipedia, OpenLibrary, Wikidata",True
1515,"Erskine, Payne",Payne Erskine,female,American,1854.0,1924.0,"Wikipedia, OpenLibrary",True
1516,"Wright, Farnsworth",Farnsworth Wright,male,American,1888.0,1940.0,"Wikipedia, Wikidata",True
1517,"Marsh, George",George Marsh,male,United Kingdom,1876.0,1945.0,"OpenLibrary, Wikidata",True
1518,"Counselman, Mary Elizabeth",Mary Elizabeth Counselman,female,American,1911.0,1995.0,"Wikipedia, OpenLibrary, Wikidata",True
1519,"Raplee, Elizabeth Virginia",Elizabeth Virginia Raplee,female,United States,1900.0,1982.0,Wikidata,True
1520,"Butz, C. A.",C. A. Butz,male,,,,Wikidata,True
1521,"Palmer, Ray",Ray Palmer,male,American,1808.0,1887.0,"Wikipedia, OpenLibrary, Wikidata",True
1522,"Macpherson, Hector",Hector Macpherson,male,Scottish,1888.0,1956.0,"OpenLibrary, Wikidata",True
1523,"Compton, Paul",Paul Compton,male,English,1961.0,,Wikipedia,True
1524,"Sigerson, George ",George Sigerson,male,Irish,1836.0,1925.0,Wikipedia,True
1525," Hyde, Douglas ",Douglas Hyde,male,Irish,1860.0,1949.0,"OpenLibrary, Wikidata",True
1526," Duffy, Charles Gavan, Sir","Charles Gavan, Duffy",male,Irish,,,Wikipedia,True
1527,"Rhodes, W. H. (William Henry)",William Henry Rhodes,male,American,1822.0,1876.0,"Wikipedia, OpenLibrary",True
1528,"Bradshaw, William Richard",William Richard Bradshaw,male,"American, Irish",1851.0,1927.0,Wikipedia,True
1529,"Stockham, Richard",Richard Stockham,,,,,,False
1530,"Russell, John",John Russell,male,"British, American",1919.0,2008.0,OpenLibrary,True
1531,"Riley, W. (William)",William Riley,male,Canadian,2006.0,,Wikipedia,True
1532,"Brown, Ivor John Carnegie",Ivor John Carnegie Brown,male,British,1891.0,1974.0,"Wikipedia, OpenLibrary",True
1533,"Ovington, Mary White",Mary White Ovington,male,American,1865.0,1951.0,"Wikipedia, OpenLibrary",True
1534,"Coke, Desmond",Desmond Coke,male,,1879.0,1931.0,"OpenLibrary, Wikidata",True
1535,"O'Brien, Howard Vincent",Howard Vincent O'Brien,male,American,1888.0,1947.0,Wikipedia,True
1536,"Camp, Wadsworth",Wadsworth Camp,male,American,1879.0,1936.0,OpenLibrary,True
1537,"Prichard, Sarah J. (Sarah Johnson)",Sarah Johnson Prichard,male,"American, Canadian",1972.0,1909.0,"Wikipedia, Wikidata",True
1538,"Compton-Rickett, Arthur",Arthur Compton-Rickett,male,English,1869.0,1937.0,"Wikipedia, OpenLibrary, Wikidata",True
1539,"Nye, Bill",Bill Nye,male,American,1955.0,1999.0,Wikipedia,True
1540,"Dodd, Lee Wilson",Lee Wilson Dodd,male,American,1879.0,1933.0,"Wikipedia, OpenLibrary, Wikidata",True
1541,"Chatfield-Taylor, H. C. (Hobart Chatfield)",Hobart Chatfield Chatfield-Taylor,male,American,1865.0,1945.0,"Wikipedia, OpenLibrary, Wikidata",True
1542,"George, Walter Lionel",Walter Lionel George,male,English,1882.0,1926.0,Wikipedia,True
1543,"Long, John Luther",John Luther Long,male,American,1861.0,1927.0,Wikipedia,True
1544,"Ward, Herbert D. (Herbert Dickinson)",Herbert Dickinson Ward,male,American,1861.0,1932.0,"Wikipedia, OpenLibrary",True
1545,"Evans, Donald",Donald Evans,male,American,1946.0,1977.0,"Wikipedia, OpenLibrary",True
1546,"Calhoun, Howell",Howell Calhoun,,,,,,False
1547,"Bolen, C. Edgar (Charles Edgar)",Charles Edgar Bolen,male,United States,1909.0,1988.0,Wikidata,True
1548,"McLennan, William ",William McLennan,male,Australian,1958.0,2006.0,Wikipedia,True
1549," McIlwraith, Jean N. (Jean Newton)",Jean Newton McIlwraith,female,Canadian,1858.0,1938.0,Wikipedia,True
1550,"Hammerton, J. A. (John Alexander)",John Alexander Hammerton,male,British,1871.0,1949.0,Wikipedia,True
1551,"Bullett, Gerald",Gerald Bullett,male,British,1893.0,1958.0,Wikipedia,True
1552,"Elliott, Francis Perry",Francis Perry Elliott,male,American,1861.0,1924.0,"Wikipedia, OpenLibrary",True
1553,"Janis, Elsie",Elsie Janis,female,American,1889.0,1956.0,Wikipedia,True
1554,"Bird, Richard",Richard Bird,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1881.0,1986.0,"OpenLibrary, Wikidata",True
1555,"Weiss, Susan Archer Talley",Susan Archer Talley Weiss,female,American,1835.0,1917.0,"Wikipedia, OpenLibrary",True
1556,"Untermeyer, Louis",Louis Untermeyer,male,American,1885.0,1977.0,Wikipedia,True
1557,"Wallis, Arthur Frederick",Arthur Frederick Wallis,,,1874.0,,OpenLibrary,True
1558,"Chambers, R. W. (Raymond Wilson)",Raymond Wilson Chambers,male,British,1874.0,1942.0,Wikipedia,True
1559,"Roosevelt, Theodore",Theodore Roosevelt,male,United States,1858.0,1919.0,"OpenLibrary, Wikidata",True
1560,"Eaton, Walter Prichard",Walter Prichard Eaton,male,American,1878.0,1957.0,"Wikipedia, OpenLibrary",True
1561,"Ros, Amanda McKittrick",Amanda McKittrick Ros,female,Irish,1860.0,1939.0,"Wikipedia, OpenLibrary",True
1562,"Lundsford, Hugh",Hugh Lundsford,male,American,1879.0,1957.0,Wikipedia,True
1563,"Gayley, Charles Mills",Charles Mills Gayley,male,English,1858.0,1932.0,"OpenLibrary, Wikidata",True
1564,"Shepard, Odell",Odell Shepard,male,American,1884.0,1967.0,"Wikipedia, OpenLibrary",True
1565,"Holland, Norah M. (Norah Mary)",Norah Mary Holland,female,Canadian,1876.0,1925.0,Wikipedia,True
1566,"Bacon, Frank",Frank Bacon,male,United States,1864.0,1922.0,"OpenLibrary, Wikidata",True
1567,"Meade, L. T. ",L. T. Meade,female,Irish,1844.0,1914.0,Wikipedia,True
1568," Halifax, Clifford",Clifford Halifax,male,United Kingdom of Great Britain and Ireland,1860.0,1921.0,"OpenLibrary, Wikidata",True
1569,"White, William Patterson",William Patterson White,male,,1884.0,1954.0,"OpenLibrary, Wikidata",True
1570,"Francis, John",John Francis,male,American,1985.0,1885.0,"Wikipedia, OpenLibrary",True
1571,"Jarvis, Stinson",Stinson Jarvis,male,Canadian-American,1854.0,1926.0,"Wikipedia, OpenLibrary",True
1572,"Whitmore, Clara Helen",Clara Helen Whitmore,female,English,1865.0,,OpenLibrary,True
1573,"Prichard, Katharine Susannah",Katharine Susannah Prichard,female,Australian,1883.0,1969.0,"Wikipedia, OpenLibrary, Wikidata",True
1574,"Chapman, Ethel M.",Ethel M. Chapman,female,Canada,1888.0,1976.0,"OpenLibrary, Wikidata",True
1575,"Davis, Owen",Owen Davis,male,United States,1874.0,1956.0,"OpenLibrary, Wikidata",True
1576,"Kelly, Eleanor Mercein",Eleanor Mercein Kelly,female,American,1880.0,1968.0,Wikipedia,True
1577,"Sage, William",William Sage,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1864.0,1968.0,"OpenLibrary, Wikidata",True
1578,"Post, Waldron Kintzing",Waldron Kintzing Post,male,American,1870.0,1944.0,Wikipedia,True
1579,"Douglas, George",George Douglas,male,United States,1902.0,1980.0,"OpenLibrary, Wikidata",True
1580,"Lear, Edward",Edward Lear,male,"British, English",1812.0,1888.0,Wikipedia,True
1581,"Gwynn, Stephen Lucius",Stephen Lucius Gwynn,male,"Irish, British",1864.0,1950.0,"Wikipedia, OpenLibrary",True
1582,"Merwin, Henry Childs",Henry Childs Merwin,male,United States,1853.0,1929.0,"OpenLibrary, Wikidata",True
1583,"Bayly, A. Eric",A. Eric Bayly,male,,1994.0,,Wikipedia,True
1584,"Clark, Ellery H. (Ellery Harding)",Ellery Harding Clark,male,American,1909.0,1949.0,"Wikipedia, OpenLibrary, Wikidata",True
1585,"Johnson, A. E. (Amelia E.)",Amelia E. Johnson,female,Canadian,1858.0,1922.0,"Wikipedia, OpenLibrary",True
1586,"Robinson, Rowland Evans",Rowland Evans Robinson,male,American,1833.0,1900.0,Wikipedia,True
1587,"Poel, William",William Poel,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1852.0,1934.0,"OpenLibrary, Wikidata",True
1588,"Price-Brown, John",John Price-Brown,,,1844.0,1938.0,OpenLibrary,True
1589,"Douglas, O.",O. Douglas,female,Scottish,1877.0,1948.0,OpenLibrary,True
1590,"Davidson, John",John Davidson,male,United States,1886.0,1797.0,"OpenLibrary, Wikidata",True
1591,"Waugh, Joseph Laing",Joseph Laing Waugh,male,Scottish,1868.0,1928.0,"Wikipedia, Wikidata",True
1592,"Cruickshank, Alfred Hamilton",Alfred Hamilton Cruickshank,male,,1862.0,1927.0,"OpenLibrary, Wikidata",True
1593,"Winter, John Strange",John Strange Winter,female,British,1856.0,1911.0,Wikipedia,True
1594,"Allen, Frank Waller",Frank Waller Allen,,,1878.0,,OpenLibrary,True
1595,"Collingwood, Harry",Harry Collingwood,male,British,1851.0,1922.0,"Wikipedia, OpenLibrary, Wikidata",True
1596,"Ruiz de Burton, María Amparo",María Amparo Ruiz de Burton,female,"American, English",1832.0,1895.0,Wikipedia,True
1597,"Yellott, George",George Yellott,male,United States,1819.0,1902.0,"OpenLibrary, Wikidata",True
1598,"Dawson, W. J. (William James)",William James Dawson,male,English,1854.0,1928.0,Wikipedia,True
1599,"Doyle, C. W. (Charles William)",Charles William Doyle,male,"Kingdom of Great Britain, United Kingdom of Great Britain and Ireland, Kingdom of Ireland",1770.0,1842.0,Wikidata,True
1600,"Glenwood, Ida",Ida Glenwood,female,American,1826.0,1894.0,Wikipedia,True
1601,"Warren, George Washington",George Washington Warren,male,United States,1813.0,1883.0,"OpenLibrary, Wikidata",True
1602,"Rodd, Rennell",Rennell Rodd,male,British,1904.0,1968.0,Wikipedia,True
1603,"Bowman, Isa",Isa Bowman,male,British,1874.0,1958.0,Wikipedia,True
1604,"Bewsher, Paul",Paul Bewsher,male,,1894.0,1966.0,Wikidata,True
1605,"Roe, Mary A. (Mary Abigail)",Mary Abigail Roe,female,American,1996.0,2016.0,Wikipedia,True
1606,"Eastman, Max",Max Eastman,male,American,1883.0,1969.0,Wikipedia,True
1607,"McIntyre, James",James McIntyre,male,"English, British",1976.0,1906.0,"Wikipedia, OpenLibrary",True
1608,"Parsons, Eugene",Eugene Parsons,male,American,1855.0,1933.0,"Wikipedia, OpenLibrary",True
1609,"Strang, Alan L.",Alan L. Strang,male,American,1934.0,1919.0,"Wikipedia, OpenLibrary",True
1610,"Poor, Agnes Blake",Agnes Blake Poor,female,"American, English",1842.0,1922.0,"Wikipedia, OpenLibrary",True
1611,"Gilmore, Marion Forster",Marion Forster Gilmore,female,"English, British",1934.0,,Wikipedia,True
1612,"Dana, Marvin ",Marvin Dana,male,American,1867.0,1926.0,"Wikipedia, OpenLibrary, Wikidata",True
1613," Service, Robert W. (Robert William)",Robert William Service,male,"British, Canadian, English, Scottish, French",1874.0,1958.0,Wikipedia,True
1614,"Walker, Hugh",Hugh Walker,male,English,1888.0,1958.0,"OpenLibrary, Wikidata",True
1615,"Caldwell, Willie Walker",Willie Walker Caldwell,female,American,1860.0,1946.0,Wikipedia,True
1616,"Whitehead, Harold",Harold Whitehead,male,,1880.0,,"OpenLibrary, Wikidata",True
1617,"Flower, Elliott",Elliott Flower,male,American,1969.0,2003.0,Wikipedia,True
1618,"Wood, Henry Cleveland",Henry Cleveland Wood,male,American,1855.0,,"Wikipedia, OpenLibrary",True
1619,"Dejeans, Elizabeth",Elizabeth Dejeans,female,American,1868.0,1928.0,"Wikipedia, Wikidata",True
1620,"MacLean, John",John MacLean,male,Canada,1851.0,,"OpenLibrary, Wikidata",True
1621,"Baudelaire, Charles ",Charles Baudelaire,male,French,1821.0,1867.0,Wikipedia,True
1622," Squire, John Collings, Sir","John Collings, Squire",male,"British, English",1884.0,1958.0,Wikipedia,True
1623,"Gatty, Alfred",Alfred Gatty,male,,1813.0,1903.0,"OpenLibrary, Wikidata",True
1624,"Hill, James Langdon",James Langdon Hill,male,United States,1848.0,1931.0,"OpenLibrary, Wikidata",True
1625,"Ward, Adolphus William, Sir","Adolphus William, Ward",male,English,1837.0,1924.0,OpenLibrary,True
1626,"Berdoe, Edward",Edward Berdoe,male,English,1836.0,1916.0,Wikipedia,True
1627,"Clark, Badger",Badger Clark,male,American,1883.0,1957.0,"Wikipedia, OpenLibrary, Wikidata",True
1628,"Gould, George M. (George Milbrey)",George Milbrey Gould,,,1848.0,1922.0,OpenLibrary,True
