Etext Number,Type,Issued,Title,Language,LoCC,Bookshelves,Authors,rights,Subjects,Read online (web),EPUB3 (E-readers incl. Send-to-Kindle),EPUB (older E-readers),"EPUB (no images, older E-readers)",Kindle,Kindle (E-readers incl. Send-to-Kindle),"Kindle (no images, older E-readers)",Plain Text UTF-8,Download HTML(zip),Resource Description Framework (RDF),Other Links,published_year,Opium Keywords
2791,Text,2001-09-01,Essays and Tales,en,PR,Browsing: Literature; Browsing: Fiction,"Addison, Joseph",Public domain in the USA.,Fiction ; Short stories ; PR ; English essays -- 18th century,https://www.gutenberg.org/ebooks/2791.html.images,https://www.gutenberg.org/ebooks/2791.epub3.images,https://www.gutenberg.org/ebooks/2791.epub.images,https://www.gutenberg.org/ebooks/2791.epub.noimages,https://www.gutenberg.org/ebooks/2791.kf8.images,https://www.gutenberg.org/ebooks/2791.kindle.images,https://www.gutenberg.org/ebooks/2791.kindle.noimages,https://www.gutenberg.org/ebooks/2791.txt.utf-8,https://www.gutenberg.org/files/2791/2791-h.zip,https://www.gutenberg.org/ebooks/2791.rdf,https://www.gutenberg.org/cache/epub/2791/pg2791.cover.small.jpg ; https://www.gutenberg.org/files/2791/2791-h/2791-h.htm ; https://www.gutenberg.org/files/2791/2791.txt ; https://www.gutenberg.org/cache/epub/2791/pg2791.cover.medium.jpg ; https://www.gutenberg.org/files/2791/2791.zip,1806,['heroin']
2803,Text,2001-09-01,The Rise of David Levinsky,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Cahan, Abraham",Public domain in the USA.,"Lower East Side (New York, N.Y.) -- Fiction ; Jewish men -- Fiction ; Millionaires -- Fiction ; Jews -- Russia -- Fiction ; Psychological fiction ; Jews -- New York (State) -- New York -- Fiction ; Assimilation (Sociology) -- Fiction ; PS ; Immigrants -- Fiction ; Clothing trade -- Fiction ; Jewish fiction",https://www.gutenberg.org/ebooks/2803.html.images,https://www.gutenberg.org/ebooks/2803.epub3.images,https://www.gutenberg.org/ebooks/2803.epub.images,https://www.gutenberg.org/ebooks/2803.epub.noimages,https://www.gutenberg.org/ebooks/2803.kf8.images,https://www.gutenberg.org/ebooks/2803.kindle.images,https://www.gutenberg.org/ebooks/2803.kindle.noimages,https://www.gutenberg.org/ebooks/2803.txt.utf-8,https://www.gutenberg.org/cache/epub/2803/pg2803-h.zip,https://www.gutenberg.org/ebooks/2803.rdf,https://www.gutenberg.org/ebooks/2803.html.noimages ; https://www.gutenberg.org/files/2803/2803.zip ; https://www.gutenberg.org/cache/epub/2803/pg2803.cover.medium.jpg ; https://www.gutenberg.org/files/2803/2803.txt ; https://www.gutenberg.org/cache/epub/2803/pg2803.cover.small.jpg,1917,"['heroin', 'poppy']"
2805,Text,2001-09-01,With Lee in Virginia: A Story of the American Civil War,en,PR; PZ,US Civil War; Historical Fiction; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction,"Henty, G. A. (George Alfred)",Public domain in the USA.,"Virginia -- History -- Civil War, 1861-1865 -- Fiction ; United States -- History -- Civil War, 1861-1865 -- Fiction ; Lee, Robert E. (Robert Edward), 1807-1870 -- Fiction ; PZ ; PR",https://www.gutenberg.org/ebooks/2805.html.images,https://www.gutenberg.org/ebooks/2805.epub3.images,https://www.gutenberg.org/ebooks/2805.epub.images,https://www.gutenberg.org/ebooks/2805.epub.noimages,https://www.gutenberg.org/ebooks/2805.kf8.images,https://www.gutenberg.org/ebooks/2805.kindle.images,https://www.gutenberg.org/ebooks/2805.kindle.noimages,https://www.gutenberg.org/ebooks/2805.txt.utf-8,https://www.gutenberg.org/cache/epub/2805/pg2805-h.zip,https://www.gutenberg.org/ebooks/2805.rdf,https://www.gutenberg.org/files/2805/2805.zip ; https://www.gutenberg.org/files/2805/2805.txt ; https://www.gutenberg.org/cache/epub/2805/pg2805.cover.medium.jpg ; https://www.gutenberg.org/ebooks/2805.html.noimages ; https://www.gutenberg.org/cache/epub/2805/pg2805.cover.small.jpg,1863,['laudanum']
2811,Text,2001-09-01,Letters of Pliny,en,PA,Harvard Classics; Browsing: History - Ancient; Browsing: Language & Communication; Browsing: Literature,"Pliny, the Younger",Public domain in the USA.,"Authors, Latin -- Rome -- Correspondence ; Latin letters -- Translations into English ; PA ; Pliny, the Younger -- Correspondence ; Lawyers -- Rome -- Correspondence",https://www.gutenberg.org/ebooks/2811.html.images,https://www.gutenberg.org/ebooks/2811.epub3.images,https://www.gutenberg.org/ebooks/2811.epub.images,https://www.gutenberg.org/ebooks/2811.epub.noimages,https://www.gutenberg.org/ebooks/2811.kf8.images,https://www.gutenberg.org/ebooks/2811.kindle.images,https://www.gutenberg.org/ebooks/2811.kindle.noimages,https://www.gutenberg.org/ebooks/2811.txt.utf-8,https://www.gutenberg.org/cache/epub/2811/pg2811-h.zip,https://www.gutenberg.org/ebooks/2811.rdf,https://www.gutenberg.org/files/2811/2811-8.txt ; https://www.gutenberg.org/cache/epub/2811/pg2811.cover.small.jpg ; https://www.gutenberg.org/files/2811/2811-8.zip ; https://www.gutenberg.org/files/2811/2811-h/2811-h.htm ; https://www.gutenberg.org/cache/epub/2811/pg2811.cover.medium.jpg,1818,['heroin']
2816,Text,2001-09-01,The City of the Sun,en,HX,Browsing: Culture/Civilization/Society; Browsing: Philosophy & Ethics; Browsing: Fiction,"Campanella, Tommaso",Public domain in the USA.,HX ; Utopias -- Early works to 1800,https://www.gutenberg.org/ebooks/2816.html.images,https://www.gutenberg.org/ebooks/2816.epub3.images,https://www.gutenberg.org/ebooks/2816.epub.images,https://www.gutenberg.org/ebooks/2816.epub.noimages,https://www.gutenberg.org/ebooks/2816.kf8.images,https://www.gutenberg.org/ebooks/2816.kindle.images,https://www.gutenberg.org/ebooks/2816.kindle.noimages,https://www.gutenberg.org/ebooks/2816.txt.utf-8,https://www.gutenberg.org/cache/epub/2816/pg2816-h.zip,https://www.gutenberg.org/ebooks/2816.rdf,https://www.gutenberg.org/files/2816/2816-h/2816-h.htm ; https://www.gutenberg.org/cache/epub/2816/pg2816.cover.medium.jpg ; https://www.gutenberg.org/files/2816/2816.zip ; https://www.gutenberg.org/cache/epub/2816/pg2816.cover.small.jpg ; https://www.gutenberg.org/files/2816/2816.txt,1827,['heroin']
2823,Text,2006-03-27,The Fitz-Boodle Papers,en,PR,Browsing: Humour; Browsing: Literature,"Thackeray, William Makepeace",Public domain in the USA.,"Imaginary letters ; Satire, English ; PR",https://www.gutenberg.org/ebooks/2823.html.images,https://www.gutenberg.org/ebooks/2823.epub3.images,https://www.gutenberg.org/ebooks/2823.epub.images,https://www.gutenberg.org/ebooks/2823.epub.noimages,https://www.gutenberg.org/ebooks/2823.kf8.images,https://www.gutenberg.org/ebooks/2823.kindle.images,https://www.gutenberg.org/ebooks/2823.kindle.noimages,https://www.gutenberg.org/ebooks/2823.txt.utf-8,https://www.gutenberg.org/files/2823/2823-h.zip,https://www.gutenberg.org/ebooks/2823.rdf,https://www.gutenberg.org/files/2823/2823.zip ; https://www.gutenberg.org/files/2823/2823-0.txt ; https://www.gutenberg.org/files/2823/2823-0.zip ; https://www.gutenberg.org/cache/epub/2823/pg2823.cover.small.jpg ; https://www.gutenberg.org/files/2823/2823-h/2823-h.htm ; https://www.gutenberg.org/cache/epub/2823/pg2823.cover.medium.jpg ; https://www.gutenberg.org/files/2823/2823.txt,1832,['heroin']
2830,Text,2001-09-01,Reginald,en,PR,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction,Saki,Public domain in the USA.,"Short stories, English ; Humorous stories, English ; England -- Social life and customs -- Fiction ; PR",https://www.gutenberg.org/ebooks/2830.html.images,https://www.gutenberg.org/ebooks/2830.epub3.images,https://www.gutenberg.org/ebooks/2830.epub.images,https://www.gutenberg.org/ebooks/2830.epub.noimages,https://www.gutenberg.org/ebooks/2830.kf8.images,https://www.gutenberg.org/ebooks/2830.kindle.images,https://www.gutenberg.org/ebooks/2830.kindle.noimages,https://www.gutenberg.org/ebooks/2830.txt.utf-8,https://www.gutenberg.org/files/2830/2830-h.zip,https://www.gutenberg.org/ebooks/2830.rdf,https://www.gutenberg.org/files/2830/2830.txt ; https://www.gutenberg.org/cache/epub/2830/pg2830.cover.small.jpg ; https://www.gutenberg.org/cache/epub/2830/pg2830.cover.medium.jpg ; https://www.gutenberg.org/files/2830/2830.zip ; https://www.gutenberg.org/files/2830/2830-h/2830-h.htm,1759,['opium']
2841,Text,2006-03-31,The Ivory Child,en,PR,Adventure; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"Haggard, H. Rider (Henry Rider)",Public domain in the USA.,"Adventure stories ; Quatermain, Allan (Fictitious character) -- Fiction ; Fantasy fiction, English ; PR",https://www.gutenberg.org/ebooks/2841.html.images,https://www.gutenberg.org/ebooks/2841.epub3.images,https://www.gutenberg.org/ebooks/2841.epub.images,https://www.gutenberg.org/ebooks/2841.epub.noimages,https://www.gutenberg.org/ebooks/2841.kf8.images,https://www.gutenberg.org/ebooks/2841.kindle.images,https://www.gutenberg.org/ebooks/2841.kindle.noimages,https://www.gutenberg.org/ebooks/2841.txt.utf-8,https://www.gutenberg.org/cache/epub/2841/pg2841-h.zip,https://www.gutenberg.org/ebooks/2841.rdf,https://www.gutenberg.org/cache/epub/2841/pg2841.cover.medium.jpg ; https://www.gutenberg.org/files/2841/2841-h/2841-h.htm ; https://www.gutenberg.org/files/2841/2841-0.zip ; https://www.gutenberg.org/files/2841/2841-0.txt ; https://www.gutenberg.org/cache/epub/2841/pg2841.cover.small.jpg,1916,['laudanum']
2848,Text,2001-10-01,Antiquities of the Jews,en,DS,Judaism; Browsing: History - General; Browsing: History - Religious,"Josephus, Flavius",Public domain in the USA.,Jews -- Antiquities ; DS,https://www.gutenberg.org/ebooks/2848.html.images,https://www.gutenberg.org/ebooks/2848.epub3.images,https://www.gutenberg.org/ebooks/2848.epub.images,https://www.gutenberg.org/ebooks/2848.epub.noimages,https://www.gutenberg.org/ebooks/2848.kf8.images,https://www.gutenberg.org/ebooks/2848.kindle.images,https://www.gutenberg.org/ebooks/2848.kindle.noimages,https://www.gutenberg.org/ebooks/2848.txt.utf-8,https://www.gutenberg.org/cache/epub/2848/pg2848-h.zip,https://www.gutenberg.org/ebooks/2848.rdf,https://www.gutenberg.org/files/2848/2848-0.txt ; https://www.gutenberg.org/files/2848/2848-h/2848-h.htm ; https://www.gutenberg.org/cache/epub/2848/pg2848.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/2848/pg2848.cover.small.jpg,1773,['poppy']
2851,Text,2001-10-01,Sixes and Sevens,en,PS,Browsing: History - American; Browsing: Literature; Browsing: Fiction,"Henry, O.",Public domain in the USA.,"Short stories, American ; American fiction -- 20th century ; PS",https://www.gutenberg.org/ebooks/2851.html.images,https://www.gutenberg.org/ebooks/2851.epub3.images,https://www.gutenberg.org/ebooks/2851.epub.images,https://www.gutenberg.org/ebooks/2851.epub.noimages,https://www.gutenberg.org/ebooks/2851.kf8.images,https://www.gutenberg.org/ebooks/2851.kindle.images,https://www.gutenberg.org/ebooks/2851.kindle.noimages,https://www.gutenberg.org/ebooks/2851.txt.utf-8,https://www.gutenberg.org/files/2851/2851-h.zip,https://www.gutenberg.org/ebooks/2851.rdf,https://www.gutenberg.org/cache/epub/2851/pg2851.cover.medium.jpg ; https://www.gutenberg.org/files/2851/2851-h/2851-h.htm ; https://www.gutenberg.org/files/2851/2851-0.txt ; https://www.gutenberg.org/cache/epub/2851/pg2851.cover.small.jpg ; https://www.gutenberg.org/files/2851/2851-0.zip,1869,"['codein', 'morphine']"
2858,Text,2006-03-27,Cressy,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Harte, Bret",Public domain in the USA.,California -- Social life and customs -- 19th century -- Fiction ; Schoolgirls -- Fiction ; Teachers -- Fiction ; Young women -- Fiction ; PS ; American fiction -- 19th century,https://www.gutenberg.org/ebooks/2858.html.images,https://www.gutenberg.org/ebooks/2858.epub3.images,https://www.gutenberg.org/ebooks/2858.epub.images,https://www.gutenberg.org/ebooks/2858.epub.noimages,https://www.gutenberg.org/ebooks/2858.kf8.images,https://www.gutenberg.org/ebooks/2858.kindle.images,https://www.gutenberg.org/ebooks/2858.kindle.noimages,https://www.gutenberg.org/ebooks/2858.txt.utf-8,https://www.gutenberg.org/files/2858/2858-h.zip,https://www.gutenberg.org/ebooks/2858.rdf,https://www.gutenberg.org/cache/epub/2858/pg2858.cover.small.jpg ; https://www.gutenberg.org/files/2858/2858-0.txt ; https://www.gutenberg.org/files/2858/2858.zip ; https://www.gutenberg.org/files/2858/2858-0.zip ; https://www.gutenberg.org/files/2858/2858.txt ; https://www.gutenberg.org/cache/epub/2858/pg2858.cover.medium.jpg ; https://www.gutenberg.org/files/2858/2858-h/2858-h.htm,1772,"['narcotic', 'soporific']"
2860,Text,2001-10-01,Framley Parsonage,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Trollope, Anthony",Public domain in the USA.,Barsetshire (England: Imaginary place) -- Fiction ; Clergy -- Fiction ; PR ; Domestic fiction,https://www.gutenberg.org/ebooks/2860.html.images,https://www.gutenberg.org/ebooks/2860.epub3.images,https://www.gutenberg.org/ebooks/2860.epub.images,https://www.gutenberg.org/ebooks/2860.epub.noimages,https://www.gutenberg.org/ebooks/2860.kf8.images,https://www.gutenberg.org/ebooks/2860.kindle.images,https://www.gutenberg.org/ebooks/2860.kindle.noimages,https://www.gutenberg.org/ebooks/2860.txt.utf-8,https://www.gutenberg.org/cache/epub/2860/pg2860-h.zip,https://www.gutenberg.org/ebooks/2860.rdf,https://www.gutenberg.org/files/2860/2860-0.txt ; https://www.gutenberg.org/cache/epub/2860/pg2860.cover.medium.jpg ; https://www.gutenberg.org/files/2860/2860-h/2860-h.htm ; https://www.gutenberg.org/cache/epub/2860/pg2860.cover.small.jpg,1822,['heroin']
2864,Text,2001-10-01,The Trumpet-Major,en,PR,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction,"Hardy, Thomas",Public domain in the USA.,"Love stories ; Soldiers -- Fiction ; Wessex (England) -- Fiction ; England -- Social life and customs -- 19th century -- Fiction ; Napoleonic Wars, 1800-1815 -- Fiction ; Great Britain -- History -- Regency, 1800-1837 -- Fiction ; Brothers -- Fiction ; Merchant mariners -- Fiction ; Historical fiction ; PR",https://www.gutenberg.org/ebooks/2864.html.images,https://www.gutenberg.org/ebooks/2864.epub3.images,https://www.gutenberg.org/ebooks/2864.epub.images,https://www.gutenberg.org/ebooks/2864.epub.noimages,https://www.gutenberg.org/ebooks/2864.kf8.images,https://www.gutenberg.org/ebooks/2864.kindle.images,https://www.gutenberg.org/ebooks/2864.kindle.noimages,https://www.gutenberg.org/ebooks/2864.txt.utf-8,https://www.gutenberg.org/cache/epub/2864/pg2864-h.zip,https://www.gutenberg.org/ebooks/2864.rdf,https://www.gutenberg.org/cache/epub/2864/pg2864.cover.small.jpg ; https://www.gutenberg.org/files/2864/2864.zip ; https://www.gutenberg.org/cache/epub/2864/pg2864.cover.medium.jpg ; https://www.gutenberg.org/files/2864/2864-h/2864-h.htm ; https://www.gutenberg.org/files/2864/2864.txt,1867,"['heroin', 'poppy']"
2870,Text,2001-10-01,Washington Square,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"James, Henry",Public domain in the USA.,"Love stories ; Washington Square (New York, N.Y.) -- Fiction ; Fathers and daughters -- Fiction ; Young women -- Fiction ; PS ; Domestic fiction",https://www.gutenberg.org/ebooks/2870.html.images,https://www.gutenberg.org/ebooks/2870.epub3.images,https://www.gutenberg.org/ebooks/2870.epub.images,https://www.gutenberg.org/ebooks/2870.epub.noimages,https://www.gutenberg.org/ebooks/2870.kf8.images,https://www.gutenberg.org/ebooks/2870.kindle.images,https://www.gutenberg.org/ebooks/2870.kindle.noimages,https://www.gutenberg.org/ebooks/2870.txt.utf-8,https://www.gutenberg.org/cache/epub/2870/pg2870-h.zip,https://www.gutenberg.org/ebooks/2870.rdf,https://www.gutenberg.org/files/2870/2870-0.zip ; https://www.gutenberg.org/cache/epub/2870/pg2870.cover.medium.jpg ; https://www.gutenberg.org/files/2870/2870-h/2870-h.htm ; https://www.gutenberg.org/cache/epub/2870/pg2870.cover.small.jpg ; https://www.gutenberg.org/files/2870/2870-0.txt,1832,['heroin']
2876,Text,2001-10-01,The Light That Failed,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Kipling, Rudyard",Public domain in the USA.,War correspondents -- Sudan -- Fiction ; Voyages and travels -- Fiction ; Blindness -- Fiction ; Man-woman relationships -- Fiction ; Artists -- Fiction ; PR,https://www.gutenberg.org/ebooks/2876.html.images,https://www.gutenberg.org/ebooks/2876.epub3.images,https://www.gutenberg.org/ebooks/2876.epub.images,https://www.gutenberg.org/ebooks/2876.epub.noimages,https://www.gutenberg.org/ebooks/2876.kf8.images,https://www.gutenberg.org/ebooks/2876.kindle.images,https://www.gutenberg.org/ebooks/2876.kindle.noimages,https://www.gutenberg.org/ebooks/2876.txt.utf-8,https://www.gutenberg.org/files/2876/2876-h.zip,https://www.gutenberg.org/ebooks/2876.rdf,https://www.gutenberg.org/cache/epub/2876/pg2876.cover.small.jpg ; https://www.gutenberg.org/files/2876/2876-0.txt ; https://www.gutenberg.org/files/2876/2876-h/2876-h.htm ; https://www.gutenberg.org/cache/epub/2876/pg2876.cover.medium.jpg ; https://www.gutenberg.org/files/2876/2876-0.zip,1859,"['black smoke', 'poppy']"
2884,Text,2001-10-01,The Mason-Bees,en,QL,Animals-Wild-Insects; Browsing: Nature/Gardening/Animals; Browsing: Science - General,"Fabre, Jean-Henri",Public domain in the USA.,Mason bees ; QL,https://www.gutenberg.org/ebooks/2884.html.images,https://www.gutenberg.org/ebooks/2884.epub3.images,https://www.gutenberg.org/ebooks/2884.epub.images,https://www.gutenberg.org/ebooks/2884.epub.noimages,https://www.gutenberg.org/ebooks/2884.kf8.images,https://www.gutenberg.org/ebooks/2884.kindle.images,https://www.gutenberg.org/ebooks/2884.kindle.noimages,https://www.gutenberg.org/ebooks/2884.txt.utf-8,https://www.gutenberg.org/cache/epub/2884/pg2884-h.zip,https://www.gutenberg.org/ebooks/2884.rdf,https://www.gutenberg.org/files/2884/2884-h/2884-h.htm ; https://www.gutenberg.org/files/2884/2884.zip ; https://www.gutenberg.org/cache/epub/2884/pg2884.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/2884/pg2884.cover.small.jpg ; https://www.gutenberg.org/files/2884/2884.txt,1925,['heroin']
2886,Text,2006-05-30,Tales of the Argonauts,en,PS,Browsing: History - American; Browsing: Literature; Browsing: Fiction,"Harte, Bret",Public domain in the USA.,Western stories ; PS ; American fiction -- 19th century ; Short stories,https://www.gutenberg.org/ebooks/2886.html.images,https://www.gutenberg.org/ebooks/2886.epub3.images,https://www.gutenberg.org/ebooks/2886.epub.images,https://www.gutenberg.org/ebooks/2886.epub.noimages,https://www.gutenberg.org/ebooks/2886.kf8.images,https://www.gutenberg.org/ebooks/2886.kindle.images,https://www.gutenberg.org/ebooks/2886.kindle.noimages,https://www.gutenberg.org/ebooks/2886.txt.utf-8,https://www.gutenberg.org/cache/epub/2886/pg2886-h.zip,https://www.gutenberg.org/ebooks/2886.rdf,https://www.gutenberg.org/files/2886/2886-0.txt ; https://www.gutenberg.org/cache/epub/2886/pg2886.cover.medium.jpg ; https://www.gutenberg.org/files/2886/2886-h/2886-h.htm ; https://www.gutenberg.org/cache/epub/2886/pg2886.cover.small.jpg ; https://www.gutenberg.org/files/2886/2886.txt ; https://www.gutenberg.org/files/2886/2886-0.zip ; https://www.gutenberg.org/files/2886/2886.zip,1867,"['heroin', 'narcotic', 'opium']"
2891,Text,2001-11-01,Howards End,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Forster, E. M. (Edward Morgan)",Public domain in the USA.,Country homes -- Fiction ; Illegitimate children -- Fiction ; Sisters -- Fiction ; Remarried people -- Fiction ; Social classes -- Fiction ; England -- Fiction ; Inheritance and succession -- Fiction ; PR ; Domestic fiction,https://www.gutenberg.org/ebooks/2891.html.images,https://www.gutenberg.org/ebooks/2891.epub3.images,https://www.gutenberg.org/ebooks/2891.epub.images,https://www.gutenberg.org/ebooks/2891.epub.noimages,https://www.gutenberg.org/ebooks/2891.kf8.images,https://www.gutenberg.org/ebooks/2891.kindle.images,https://www.gutenberg.org/ebooks/2891.kindle.noimages,https://www.gutenberg.org/ebooks/2891.txt.utf-8,https://www.gutenberg.org/cache/epub/2891/pg2891-h.zip,https://www.gutenberg.org/ebooks/2891.rdf,https://www.gutenberg.org/files/2891/2891-0.zip ; https://www.gutenberg.org/cache/epub/2891/pg2891.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/2891/pg2891.cover.small.jpg ; https://www.gutenberg.org/files/2891/2891-0.txt ; https://www.gutenberg.org/files/2891/2891-h/2891-h.htm,1910,"['heroin', 'anodyne']"
2940,Text,2001-11-01,"Evolution and Ethics, and Other Essays",en,BJ; HM,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal,"Huxley, Thomas Henry",Public domain in the USA.,"Salvation Army ; Ethics, Evolutionary ; Capital ; BJ ; HM",https://www.gutenberg.org/ebooks/2940.html.images,https://www.gutenberg.org/ebooks/2940.epub3.images,https://www.gutenberg.org/ebooks/2940.epub.images,https://www.gutenberg.org/ebooks/2940.epub.noimages,https://www.gutenberg.org/ebooks/2940.kf8.images,https://www.gutenberg.org/ebooks/2940.kindle.images,https://www.gutenberg.org/ebooks/2940.kindle.noimages,https://www.gutenberg.org/ebooks/2940.txt.utf-8,https://www.gutenberg.org/cache/epub/2940/pg2940-h.zip,https://www.gutenberg.org/ebooks/2940.rdf,https://www.gutenberg.org/cache/epub/2940/pg2940.cover.small.jpg ; https://www.gutenberg.org/files/2940/2940-h/2940-h.htm ; https://www.gutenberg.org/cache/epub/2940/pg2940.cover.medium.jpg ; https://www.gutenberg.org/files/2940/2940-0.txt,1915,"['laudanum', 'opium']"
2946,Text,2001-12-01,Howards End,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Forster, E. M. (Edward Morgan)",Public domain in the USA.,Country homes -- Fiction ; Illegitimate children -- Fiction ; Remarried people -- Fiction ; Sisters -- Fiction ; Social classes -- Fiction ; England -- Fiction ; Inheritance and succession -- Fiction ; PR ; Domestic fiction,https://www.gutenberg.org/ebooks/2946.html.images,https://www.gutenberg.org/ebooks/2946.epub3.images,https://www.gutenberg.org/ebooks/2946.epub.images,https://www.gutenberg.org/ebooks/2946.epub.noimages,https://www.gutenberg.org/ebooks/2946.kf8.images,https://www.gutenberg.org/ebooks/2946.kindle.images,https://www.gutenberg.org/ebooks/2946.kindle.noimages,https://www.gutenberg.org/ebooks/2946.txt.utf-8,https://www.gutenberg.org/cache/epub/2946/pg2946-h.zip,https://www.gutenberg.org/ebooks/2946.rdf,https://www.gutenberg.org/files/2946/2946-h/2946-h.htm ; https://www.gutenberg.org/cache/epub/2946/pg2946.cover.small.jpg ; https://www.gutenberg.org/files/2946/2946-0.txt ; https://www.gutenberg.org/files/2946/2946-0.zip ; https://www.gutenberg.org/cache/epub/2946/pg2946.cover.medium.jpg,1910,"['heroin', 'anodyne']"
2993,Text,2001-12-01,Samuel Butler: A Sketch,en,PR,Browsing: Biographies; Browsing: Literature,"Jones, Henry Festing",Public domain in the USA.,"Novelists, English -- 19th century -- Biography ; Butler, Samuel, 1835-1902 ; PR",https://www.gutenberg.org/ebooks/2993.html.images,https://www.gutenberg.org/ebooks/2993.epub3.images,https://www.gutenberg.org/ebooks/2993.epub.images,https://www.gutenberg.org/ebooks/2993.epub.noimages,https://www.gutenberg.org/ebooks/2993.kf8.images,https://www.gutenberg.org/ebooks/2993.kindle.images,https://www.gutenberg.org/ebooks/2993.kindle.noimages,https://www.gutenberg.org/ebooks/2993.txt.utf-8,https://www.gutenberg.org/files/2993/2993-h.zip,https://www.gutenberg.org/ebooks/2993.rdf,https://www.gutenberg.org/files/2993/2993.zip ; https://www.gutenberg.org/cache/epub/2993/pg2993.cover.small.jpg ; https://www.gutenberg.org/cache/epub/2993/pg2993.cover.medium.jpg ; https://www.gutenberg.org/files/2993/2993-h/2993-h.htm ; https://www.gutenberg.org/files/2993/2993.txt,1913,['heroin']
2994,Text,2001-12-01,A Spirit in Prison,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Hichens, Robert",Public domain in the USA.,Italy -- Fiction ; PR ; Illegitimate children -- Fiction,https://www.gutenberg.org/ebooks/2994.html.images,https://www.gutenberg.org/ebooks/2994.epub3.images,https://www.gutenberg.org/ebooks/2994.epub.images,https://www.gutenberg.org/ebooks/2994.epub.noimages,https://www.gutenberg.org/ebooks/2994.kf8.images,https://www.gutenberg.org/ebooks/2994.kindle.images,https://www.gutenberg.org/ebooks/2994.kindle.noimages,https://www.gutenberg.org/ebooks/2994.txt.utf-8,https://www.gutenberg.org/files/2994/2994-h.zip,https://www.gutenberg.org/ebooks/2994.rdf,https://www.gutenberg.org/cache/epub/2994/pg2994.cover.small.jpg ; https://www.gutenberg.org/files/2994/2994-8.txt ; https://www.gutenberg.org/files/2994/2994-0.txt ; https://www.gutenberg.org/files/2994/2994-0.zip ; https://www.gutenberg.org/files/2994/2994-8.zip ; https://www.gutenberg.org/files/2994/2994.txt ; https://www.gutenberg.org/cache/epub/2994/pg2994.cover.medium.jpg ; https://www.gutenberg.org/files/2994/2994.zip ; https://www.gutenberg.org/files/2994/2994-h/2994-h.htm,1909,['poppy']
3006,Text,2002-01-01,Stalky & Co.,en,PR,Browsing: Literature; Browsing: Teaching & Education; Browsing: Fiction,"Kipling, Rudyard",Public domain in the USA.,Schools -- Fiction ; PR,https://www.gutenberg.org/ebooks/3006.html.images,https://www.gutenberg.org/ebooks/3006.epub3.images,https://www.gutenberg.org/ebooks/3006.epub.images,https://www.gutenberg.org/ebooks/3006.epub.noimages,https://www.gutenberg.org/ebooks/3006.kf8.images,https://www.gutenberg.org/ebooks/3006.kindle.images,https://www.gutenberg.org/ebooks/3006.kindle.noimages,https://www.gutenberg.org/ebooks/3006.txt.utf-8,https://www.gutenberg.org/cache/epub/3006/pg3006-h.zip,https://www.gutenberg.org/ebooks/3006.rdf,https://www.gutenberg.org/files/3006/3006-0.zip ; https://www.gutenberg.org/files/3006/3006-0.txt ; https://www.gutenberg.org/cache/epub/3006/pg3006.cover.small.jpg ; https://www.gutenberg.org/cache/epub/3006/pg3006.cover.medium.jpg ; https://www.gutenberg.org/files/3006/3006-h/3006-h.htm,1899,['opium']
