Etext Number,Type,Issued,Title,Language,LoCC,Bookshelves,Authors,rights,Subjects,Read online (web),EPUB3 (E-readers incl. Send-to-Kindle),EPUB (older E-readers),"EPUB (no images, older E-readers)",Kindle,Kindle (E-readers incl. Send-to-Kindle),"Kindle (no images, older E-readers)",Plain Text UTF-8,Download HTML(zip),Resource Description Framework (RDF),Other Links,published_year,Opium Keywords
121,Text,1994-04-01,Northanger Abbey,en,PR,Gothic Fiction; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Austen, Jane",Public domain in the USA.,Satire ; Gothic fiction ; Marriage -- Economic aspects -- Fiction ; Love stories ; Young women -- Fiction ; Books and reading -- Fiction ; England -- Fiction ; England -- Social life and customs -- 19th century -- Fiction ; Horror tales -- Appreciation -- Fiction ; Gentry -- England -- Fiction ; PR,https://www.gutenberg.org/ebooks/121.html.images,https://www.gutenberg.org/ebooks/121.epub3.images,https://www.gutenberg.org/ebooks/121.epub.images,https://www.gutenberg.org/ebooks/121.epub.noimages,https://www.gutenberg.org/ebooks/121.kf8.images,https://www.gutenberg.org/ebooks/121.kindle.images,https://www.gutenberg.org/ebooks/121.kindle.noimages,https://www.gutenberg.org/ebooks/121.txt.utf-8,https://www.gutenberg.org/cache/epub/121/pg121-h.zip,https://www.gutenberg.org/ebooks/121.rdf,https://www.gutenberg.org/files/121/121-0.txt ; https://www.gutenberg.org/cache/epub/121/pg121.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/121/pg121.cover.small.jpg ; https://www.gutenberg.org/files/121/121-h/121-h.htm ; https://www.gutenberg.org/files/121/121-0.zip,1800,['heroin']
133,Text,2006-03-08,The Damnation of Theron Ware,en,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction","Frederic, Harold",Public domain in the USA.,Belief and doubt -- Fiction ; Psychological fiction ; New York (State) -- Fiction ; Clergy -- Fiction ; PS ; Methodists -- Fiction,https://www.gutenberg.org/ebooks/133.html.images,https://www.gutenberg.org/ebooks/133.epub3.images,https://www.gutenberg.org/ebooks/133.epub.images,https://www.gutenberg.org/ebooks/133.epub.noimages,https://www.gutenberg.org/ebooks/133.kf8.images,https://www.gutenberg.org/ebooks/133.kindle.images,https://www.gutenberg.org/ebooks/133.kindle.noimages,https://www.gutenberg.org/ebooks/133.txt.utf-8,https://www.gutenberg.org/cache/epub/133/pg133-h.zip,https://www.gutenberg.org/ebooks/133.rdf,https://www.gutenberg.org/files/133/133-0.txt ; https://www.gutenberg.org/cache/epub/133/pg133.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/133/pg133.cover.small.jpg ; https://www.gutenberg.org/files/133/133-h/133-h.htm,1870,['opium']
135,Text,2008-06-22,Les Misérables,en,PQ,Historical Fiction; Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction,"Hugo, Victor",Public domain in the USA.,Paris (France) -- Fiction ; PQ ; Epic literature ; Orphans -- Fiction ; Historical fiction ; Ex-convicts -- Fiction,https://www.gutenberg.org/ebooks/135.html.images,https://www.gutenberg.org/ebooks/135.epub3.images,https://www.gutenberg.org/ebooks/135.epub.images,https://www.gutenberg.org/ebooks/135.epub.noimages,https://www.gutenberg.org/ebooks/135.kf8.images,https://www.gutenberg.org/ebooks/135.kindle.images,https://www.gutenberg.org/ebooks/135.kindle.noimages,https://www.gutenberg.org/ebooks/135.txt.utf-8,https://www.gutenberg.org/cache/epub/135/pg135-h.zip,https://www.gutenberg.org/ebooks/135.rdf,https://www.gutenberg.org/files/135/135-0.txt ; https://www.gutenberg.org/cache/epub/135/pg135.cover.small.jpg ; https://www.gutenberg.org/files/135/135-h/135-h.htm ; https://www.gutenberg.org/cache/epub/135/pg135.cover.medium.jpg,1822,"['narcotic', 'opium', 'poppy']"
139,Text,1994-06-01,The Lost World,en,PR,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"Doyle, Arthur Conan",Public domain in the USA.,"South America -- Fiction ; Prehistoric peoples -- Fiction ; Challenger, Professor (Fictitious character) -- Fiction ; Dinosaurs -- Fiction ; Fantasy fiction ; PR",https://www.gutenberg.org/ebooks/139.html.images,https://www.gutenberg.org/ebooks/139.epub3.images,https://www.gutenberg.org/ebooks/139.epub.images,https://www.gutenberg.org/ebooks/139.epub.noimages,https://www.gutenberg.org/ebooks/139.kf8.images,https://www.gutenberg.org/ebooks/139.kindle.images,https://www.gutenberg.org/ebooks/139.kindle.noimages,https://www.gutenberg.org/ebooks/139.txt.utf-8,https://www.gutenberg.org/cache/epub/139/pg139-h.zip,https://www.gutenberg.org/ebooks/139.rdf,https://www.gutenberg.org/files/139/139-0.txt ; https://www.gutenberg.org/cache/epub/139/pg139.cover.medium.jpg ; https://www.gutenberg.org/files/139/139-h/139-h.htm ; https://www.gutenberg.org/cache/epub/139/pg139.cover.small.jpg,1894,"['narcotic', 'opium']"
140,Text,2006-03-11,The Jungle,en,PS,"Contemporary Reviews; Bestsellers, American, 1895-1923; Banned Books from Anne Haight's list; Banned Books List from the American Library Association; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction","Sinclair, Upton",Public domain in the USA.,Meat industry and trade -- Fiction ; Chicago (Ill.) -- Fiction ; Lithuanian Americans -- Fiction ; Political fiction ; Working class -- Fiction ; PS ; Immigrants -- Fiction ; Stockyards -- Fiction,https://www.gutenberg.org/ebooks/140.html.images,https://www.gutenberg.org/ebooks/140.epub3.images,https://www.gutenberg.org/ebooks/140.epub.images,https://www.gutenberg.org/ebooks/140.epub.noimages,https://www.gutenberg.org/ebooks/140.kf8.images,https://www.gutenberg.org/ebooks/140.kindle.images,https://www.gutenberg.org/ebooks/140.kindle.noimages,https://www.gutenberg.org/ebooks/140.txt.utf-8,https://www.gutenberg.org/cache/epub/140/pg140-h.zip,https://www.gutenberg.org/ebooks/140.rdf,https://www.gutenberg.org/files/140/140-h/140-h.htm ; https://www.gutenberg.org/cache/epub/140/pg140.cover.medium.jpg ; https://www.gutenberg.org/files/140/140-0.txt ; https://www.gutenberg.org/cache/epub/140/pg140.cover.small.jpg ; https://www.gutenberg.org/files/140/140-0.zip,1857,"['black smoke', 'opium', 'morphine']"
143,Text,2006-03-11,The Mayor of Casterbridge,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Hardy, Thomas",Public domain in the USA.,Runaway husbands -- Fiction ; Fathers and daughters -- Fiction ; Psychological fiction ; Wessex (England) -- Fiction ; Mayors -- Fiction ; Men -- England -- Fiction ; PR ; Atonement -- Fiction,https://www.gutenberg.org/ebooks/143.html.images,https://www.gutenberg.org/ebooks/143.epub3.images,https://www.gutenberg.org/ebooks/143.epub.images,https://www.gutenberg.org/ebooks/143.epub.noimages,https://www.gutenberg.org/ebooks/143.kf8.images,https://www.gutenberg.org/ebooks/143.kindle.images,https://www.gutenberg.org/ebooks/143.kindle.noimages,https://www.gutenberg.org/ebooks/143.txt.utf-8,https://www.gutenberg.org/files/143/143-h.zip,https://www.gutenberg.org/ebooks/143.rdf,https://www.gutenberg.org/files/143/143-h/143-h.htm ; https://www.gutenberg.org/cache/epub/143/pg143.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/143/pg143.cover.small.jpg ; https://www.gutenberg.org/files/143/143-0.txt ; https://www.gutenberg.org/files/143/143-0.zip,1863,['heroin']
144,Text,2006-01-12,The Voyage Out,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Woolf, Virginia",Public domain in the USA.,Ocean travel -- Fiction ; Love stories ; British -- South America -- Fiction ; Young women -- Fiction ; Women travelers -- Fiction ; Bildungsromans ; PR,https://www.gutenberg.org/ebooks/144.html.images,https://www.gutenberg.org/ebooks/144.epub3.images,https://www.gutenberg.org/ebooks/144.epub.images,https://www.gutenberg.org/ebooks/144.epub.noimages,https://www.gutenberg.org/ebooks/144.kf8.images,https://www.gutenberg.org/ebooks/144.kindle.images,https://www.gutenberg.org/ebooks/144.kindle.noimages,https://www.gutenberg.org/ebooks/144.txt.utf-8,https://www.gutenberg.org/files/144/144-h.zip,https://www.gutenberg.org/ebooks/144.rdf,https://www.gutenberg.org/files/144/144-0.txt ; https://www.gutenberg.org/files/144/144-0.zip ; https://www.gutenberg.org/cache/epub/144/pg144.cover.medium.jpg ; https://www.gutenberg.org/files/144/144-h/144-h.htm ; https://www.gutenberg.org/cache/epub/144/pg144.cover.small.jpg,1915,['heroin']
145,Text,1994-07-01,Middlemarch,en,PR,Historical Fiction; Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction,"Eliot, George",Public domain in the USA.,City and town life -- Fiction ; Love stories ; Young women -- Fiction ; Married people -- Fiction ; England -- Fiction ; Didactic fiction ; Bildungsromans ; PR ; Domestic fiction,https://www.gutenberg.org/ebooks/145.html.images,https://www.gutenberg.org/ebooks/145.epub3.images,https://www.gutenberg.org/ebooks/145.epub.images,https://www.gutenberg.org/ebooks/145.epub.noimages,https://www.gutenberg.org/ebooks/145.kf8.images,https://www.gutenberg.org/ebooks/145.kindle.images,https://www.gutenberg.org/ebooks/145.kindle.noimages,https://www.gutenberg.org/ebooks/145.txt.utf-8,https://www.gutenberg.org/cache/epub/145/pg145-h.zip,https://www.gutenberg.org/ebooks/145.rdf,https://www.gutenberg.org/files/145/145-h/145-h.htm ; https://www.gutenberg.org/cache/epub/145/pg145.cover.small.jpg ; https://www.gutenberg.org/files/145/145-0.txt ; https://www.gutenberg.org/cache/epub/145/pg145.cover.medium.jpg,1815,"['heroin', 'anodyne', 'opium']"
150,Text,1994-07-01,The Republic,en,JC,Browsing: History - General; Browsing: Philosophy & Ethics; Browsing: Politics,Plato,Public domain in the USA.,Justice -- Early works to 1800 ; Political science -- Early works to 1800 ; JC ; Utopias -- Early works to 1800,https://www.gutenberg.org/ebooks/150.html.images,https://www.gutenberg.org/ebooks/150.epub3.images,https://www.gutenberg.org/ebooks/150.epub.images,https://www.gutenberg.org/ebooks/150.epub.noimages,https://www.gutenberg.org/ebooks/150.kf8.images,https://www.gutenberg.org/ebooks/150.kindle.images,https://www.gutenberg.org/ebooks/150.kindle.noimages,https://www.gutenberg.org/ebooks/150.txt.utf-8,https://www.gutenberg.org/cache/epub/150/pg150-h.zip,https://www.gutenberg.org/ebooks/150.rdf,https://www.gutenberg.org/ebooks/150.html.noimages ; https://www.gutenberg.org/files/150/150.txt ; https://www.gutenberg.org/cache/epub/150/pg150.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/150/pg150.cover.small.jpg ; https://www.gutenberg.org/files/150/150.zip,1753,['narcotic']
154,Text,1994-08-01,The Rise of Silas Lapham,en,PS,Contemporary Reviews; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Howells, William Dean",Public domain in the USA.,Rich people -- Fiction ; Psychological fiction ; PS ; Socialites -- Fiction ; Boston (Mass.) -- Fiction ; Businessmen -- Fiction ; Domestic fiction,https://www.gutenberg.org/ebooks/154.html.images,https://www.gutenberg.org/ebooks/154.epub3.images,https://www.gutenberg.org/ebooks/154.epub.images,https://www.gutenberg.org/ebooks/154.epub.noimages,https://www.gutenberg.org/ebooks/154.kf8.images,https://www.gutenberg.org/ebooks/154.kindle.images,https://www.gutenberg.org/ebooks/154.kindle.noimages,https://www.gutenberg.org/ebooks/154.txt.utf-8,https://www.gutenberg.org/files/154/154-h.zip,https://www.gutenberg.org/ebooks/154.rdf,https://www.gutenberg.org/cache/epub/154/pg154.cover.small.jpg ; https://www.gutenberg.org/files/154/154.txt ; https://www.gutenberg.org/files/154/154-h/154-h.htm ; https://www.gutenberg.org/cache/epub/154/pg154.cover.medium.jpg ; https://www.gutenberg.org/files/154/154.zip,1844,['heroin']
155,Text,2006-01-12,The Moonstone,en,PR,Detective Fiction; Mystery Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,"Collins, Wilkie",Public domain in the USA.,Country homes -- Fiction ; Jewelry theft -- Fiction ; Mystery fiction ; England -- Fiction ; Police -- England -- Fiction ; East Indians -- England -- Fiction ; PR,https://www.gutenberg.org/ebooks/155.html.images,https://www.gutenberg.org/ebooks/155.epub3.images,https://www.gutenberg.org/ebooks/155.epub.images,https://www.gutenberg.org/ebooks/155.epub.noimages,https://www.gutenberg.org/ebooks/155.kf8.images,https://www.gutenberg.org/ebooks/155.kindle.images,https://www.gutenberg.org/ebooks/155.kindle.noimages,https://www.gutenberg.org/ebooks/155.txt.utf-8,https://www.gutenberg.org/cache/epub/155/pg155-h.zip,https://www.gutenberg.org/ebooks/155.rdf,https://www.gutenberg.org/cache/epub/155/pg155.cover.medium.jpg ; https://www.gutenberg.org/files/155/155-h/155-h.htm ; https://www.gutenberg.org/cache/epub/155/pg155.cover.small.jpg ; https://www.gutenberg.org/files/155/155-0.zip ; https://www.gutenberg.org/files/155/155-0.txt,1863,"['laudanum', 'opium']"
157,Text,1994-08-01,Daddy-Long-Legs,en,PS,School Stories; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Teaching & Education; Browsing: Fiction,"Webster, Jean",Public domain in the USA.,Schools -- Fiction ; Women college students -- Fiction ; Love stories ; Philanthropists -- Fiction ; Young women -- Fiction ; Women authors -- Fiction ; Orphans -- Fiction ; Epistolary fiction ; PS ; Universities and colleges -- Fiction ; Letters -- Fiction ; Bildungsromans ; Boarding schools -- Fiction,https://www.gutenberg.org/ebooks/157.html.images,https://www.gutenberg.org/ebooks/157.epub3.images,https://www.gutenberg.org/ebooks/157.epub.images,https://www.gutenberg.org/ebooks/157.epub.noimages,https://www.gutenberg.org/ebooks/157.kf8.images,https://www.gutenberg.org/ebooks/157.kindle.images,https://www.gutenberg.org/ebooks/157.kindle.noimages,https://www.gutenberg.org/ebooks/157.txt.utf-8,https://www.gutenberg.org/cache/epub/157/pg157-h.zip,https://www.gutenberg.org/ebooks/157.rdf,https://www.gutenberg.org/files/157/157.zip ; https://www.gutenberg.org/files/157/157.txt ; https://www.gutenberg.org/cache/epub/157/pg157.cover.small.jpg ; https://www.gutenberg.org/ebooks/157.html.noimages ; https://www.gutenberg.org/cache/epub/157/pg157.cover.medium.jpg,1845,['heroin']
158,Text,1994-08-01,Emma,en,PR,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction,"Austen, Jane",Public domain in the USA.,Love stories ; Female friendship -- Fiction ; Fathers and daughters -- Fiction ; Humorous stories ; Young women -- Fiction ; England -- Fiction ; Bildungsromans ; Mate selection -- Fiction ; PR,https://www.gutenberg.org/ebooks/158.html.images,https://www.gutenberg.org/ebooks/158.epub3.images,https://www.gutenberg.org/ebooks/158.epub.images,https://www.gutenberg.org/ebooks/158.epub.noimages,https://www.gutenberg.org/ebooks/158.kf8.images,https://www.gutenberg.org/ebooks/158.kindle.images,https://www.gutenberg.org/ebooks/158.kindle.noimages,https://www.gutenberg.org/ebooks/158.txt.utf-8,https://www.gutenberg.org/files/158/158-h.zip,https://www.gutenberg.org/ebooks/158.rdf,https://www.gutenberg.org/files/158/158-0.zip ; https://www.gutenberg.org/files/158/158-0.txt ; https://www.gutenberg.org/cache/epub/158/pg158.cover.small.jpg ; https://www.gutenberg.org/files/158/158-h/158-h.htm ; https://www.gutenberg.org/cache/epub/158/pg158.cover.medium.jpg,1750,['heroin']
164,Text,1994-09-01,Twenty Thousand Leagues under the Sea,en,PQ,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"Verne, Jules",Public domain in the USA.,Underwater exploration -- Fiction ; PQ ; Adventure stories ; Science fiction ; Sea stories ; Submarines (Ships) -- Fiction,https://www.gutenberg.org/ebooks/164.html.images,https://www.gutenberg.org/ebooks/164.epub3.images,https://www.gutenberg.org/ebooks/164.epub.images,https://www.gutenberg.org/ebooks/164.epub.noimages,https://www.gutenberg.org/ebooks/164.kf8.images,https://www.gutenberg.org/ebooks/164.kindle.images,https://www.gutenberg.org/ebooks/164.kindle.noimages,https://www.gutenberg.org/ebooks/164.txt.utf-8,https://www.gutenberg.org/cache/epub/164/pg164-h.zip,https://www.gutenberg.org/ebooks/164.rdf,https://www.gutenberg.org/files/164/164-0.txt ; https://www.gutenberg.org/files/164/164-h/164-h.htm ; https://www.gutenberg.org/cache/epub/164/pg164.cover.small.jpg ; https://www.gutenberg.org/cache/epub/164/pg164.cover.medium.jpg,1870,"['soporific', 'black smoke']"
171,Text,2006-03-12,Charlotte Temple,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Rowson, Mrs.",Public domain in the USA.,Betrayal -- Fiction ; Runaway teenagers -- Fiction ; Illegitimate children -- Fiction ; Teenage girls -- Fiction ; Seduction -- Fiction ; Soldiers -- Fiction ; Psychological fiction ; New York (N.Y.) -- Fiction ; PS ; Elopement -- Fiction ; Didactic fiction ; Teenage pregnancy -- Fiction ; British -- New York (State) -- New York -- Fiction,https://www.gutenberg.org/ebooks/171.html.images,https://www.gutenberg.org/ebooks/171.epub3.images,https://www.gutenberg.org/ebooks/171.epub.images,https://www.gutenberg.org/ebooks/171.epub.noimages,https://www.gutenberg.org/ebooks/171.kf8.images,https://www.gutenberg.org/ebooks/171.kindle.images,https://www.gutenberg.org/ebooks/171.kindle.noimages,https://www.gutenberg.org/ebooks/171.txt.utf-8,https://www.gutenberg.org/cache/epub/171/pg171-h.zip,https://www.gutenberg.org/ebooks/171.rdf,https://www.gutenberg.org/files/171/171.zip ; https://www.gutenberg.org/files/171/171.txt ; https://www.gutenberg.org/files/171/171-0.zip ; https://www.gutenberg.org/cache/epub/171/pg171.cover.small.jpg ; https://www.gutenberg.org/files/171/171-h/171-h.htm ; https://www.gutenberg.org/files/171/171-0.txt ; https://www.gutenberg.org/cache/epub/171/pg171.cover.medium.jpg,1775,['heroin']
172,Text,1994-10-01,The Haunted Bookshop,en,PS,Bibliomania; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,"Morley, Christopher",Public domain in the USA.,"Brooklyn (New York, N.Y.) -- Fiction ; Booksellers and bookselling -- Fiction ; PS ; Mystery and detective stories",https://www.gutenberg.org/ebooks/172.html.images,https://www.gutenberg.org/ebooks/172.epub3.images,https://www.gutenberg.org/ebooks/172.epub.images,https://www.gutenberg.org/ebooks/172.epub.noimages,https://www.gutenberg.org/ebooks/172.kf8.images,https://www.gutenberg.org/ebooks/172.kindle.images,https://www.gutenberg.org/ebooks/172.kindle.noimages,https://www.gutenberg.org/ebooks/172.txt.utf-8,https://www.gutenberg.org/cache/epub/172/pg172-h.zip,https://www.gutenberg.org/ebooks/172.rdf,https://www.gutenberg.org/files/172/172-h/172-h.htm ; https://www.gutenberg.org/files/172/172.txt ; https://www.gutenberg.org/files/172/172.zip ; https://www.gutenberg.org/cache/epub/172/pg172.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/172/pg172.cover.small.jpg,1919,"['heroin', 'soporific']"
